Category	Subcategory	Subsystem	Role	Features
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Glycerate kinase (EC 2.7.1.31)	fig|1404.869.peg.4166
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	fig|1404.869.peg.724
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	fig|1404.869.peg.4811
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Enolase (EC 4.2.1.11)	fig|1404.869.peg.3905
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	fig|1404.869.peg.477
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Serine hydroxymethyltransferase (EC 2.1.2.1)	fig|1404.869.peg.4022
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	fig|1404.869.peg.723
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Isocitrate lyase (EC 4.1.3.1)	fig|1404.869.peg.1543
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	fig|1404.869.peg.498, fig|1404.869.peg.3502
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	fig|1404.869.peg.499, fig|1404.869.peg.3501
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Aconitate hydratase (EC 4.2.1.3)	fig|1404.869.peg.4442
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	fig|1404.869.peg.639
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Citrate synthase (si) (EC 2.3.3.1)	fig|1404.869.peg.133, fig|1404.869.peg.3028
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	fig|1404.869.peg.2589
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	fig|1404.869.peg.38
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	fig|1404.869.peg.4811
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Malate dehydrogenase (EC 1.1.1.37)	fig|1404.869.peg.135
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	cytosolic long-chain acyl-CoA thioester hydrolase family protein	fig|1404.869.peg.1028
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Serine--pyruvate aminotransferase (EC 2.6.1.51)	fig|1404.869.peg.3080
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|1404.869.peg.497, fig|1404.869.peg.3500, fig|1404.869.peg.4047, fig|1404.869.peg.4509
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	fig|1404.869.peg.4684
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	fig|1404.869.peg.4953
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Acetoacetyl-CoA reductase (EC 1.1.1.36)	fig|1404.869.peg.2656
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	Methylmalonyl-CoA mutase (EC 5.4.99.2)	fig|1404.869.peg.4042
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	polyhydroxyalkanoate synthesis repressor PhaR	fig|1404.869.peg.2657
Carbohydrates	One-carbon Metabolism	Serine-glyoxylate cycle	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|1404.869.peg.3500, fig|1404.869.peg.4509
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	fig|1404.869.peg.4684
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	fig|1404.869.peg.4811
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	fig|1404.869.peg.4811
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	fig|1404.869.peg.2589
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	fig|1404.869.peg.870
Carbohydrates	One-carbon Metabolism	One-carbon metabolism by tetrahydropterines	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fig|1404.869.peg.393
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol kinase (EC 2.7.1.30)	fig|1404.869.peg.5049
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	fig|1404.869.peg.5433
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol uptake facilitator protein	fig|1404.869.peg.5048
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	fig|1404.869.peg.5050
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	fig|1404.869.peg.568
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)	fig|1404.869.peg.5432
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	fig|1404.869.peg.456, fig|1404.869.peg.4326, fig|1404.869.peg.5435
Carbohydrates	Sugar alcohols	Inositol catabolism	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	fig|1404.869.peg.5002
Carbohydrates	Sugar alcohols	Inositol catabolism	Predicted transcriptional regulator of the myo-inositol catabolic operon	fig|1404.869.peg.1281, fig|1404.869.peg.1446, fig|1404.869.peg.5000, fig|1404.869.peg.5007, fig|1404.869.peg.5927
Carbohydrates	Sugar alcohols	Inositol catabolism	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	fig|1404.869.peg.1441, fig|1404.869.peg.5003
Carbohydrates	Sugar alcohols	Inositol catabolism	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	fig|1404.869.peg.1283, fig|1404.869.peg.1444, fig|1404.869.peg.3744, fig|1404.869.peg.5929
Carbohydrates	Sugar alcohols	Inositol catabolism	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	fig|1404.869.peg.1445
Carbohydrates	Sugar alcohols	Inositol catabolism	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	fig|1404.869.peg.1438
Carbohydrates	Sugar alcohols	Inositol catabolism	Inosose dehydratase (EC 4.2.1.44)	fig|1404.869.peg.1282, fig|1404.869.peg.1433, fig|1404.869.peg.1851, fig|1404.869.peg.5006
Carbohydrates	Sugar alcohols	Inositol catabolism	Major myo-inositol transporter IolT	fig|1404.869.peg.1434, fig|1404.869.peg.5928
Carbohydrates	Sugar alcohols	Inositol catabolism	Inositol transport system sugar-binding protein	fig|1404.869.peg.1279
Carbohydrates	Sugar alcohols	Inositol catabolism	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	fig|1404.869.peg.1436
Carbohydrates	Organic acids	Alpha-acetolactate operon	Acetolactate synthase, catabolic (EC 2.2.1.6)	fig|1404.869.peg.1702, fig|1404.869.peg.1703
Carbohydrates	Organic acids	Alpha-acetolactate operon	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	fig|1404.869.peg.1701
Carbohydrates	Organic acids	Glycerate metabolism	D-glycerate transporter (predicted)	fig|1404.869.peg.4165
Carbohydrates	Organic acids	Glycerate metabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	fig|1404.869.peg.1598
Carbohydrates	Organic acids	Glycerate metabolism	Pyruvate kinase (EC 2.7.1.40)	fig|1404.869.peg.128
Carbohydrates	Organic acids	Glycerate metabolism	Hydroxypyruvate reductase (EC 1.1.1.81)	fig|1404.869.peg.3831
Carbohydrates	Organic acids	Glycerate metabolism	Glycerate kinase (EC 2.7.1.31)	fig|1404.869.peg.4166
