Category	Subcategory	Subsystem	Role	Features
Carbohydrates	Di- and oligosaccharides	Lactose and Galactose Uptake and Utilization	Aldose 1-epimerase (EC 5.1.3.3)	fig|2499688.22.peg.1386
Carbohydrates	Di- and oligosaccharides	Lactose and Galactose Uptake and Utilization	UDP-glucose 4-epimerase (EC 5.1.3.2)	fig|2499688.22.peg.588, fig|2499688.22.peg.1413, fig|2499688.22.peg.2240, fig|2499688.22.peg.4919
Carbohydrates	Di- and oligosaccharides	Lactose and Galactose Uptake and Utilization	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	fig|2499688.22.peg.1412
Carbohydrates	Di- and oligosaccharides	Lactose and Galactose Uptake and Utilization	Galactokinase (EC 2.7.1.6)	fig|2499688.22.peg.1414
Carbohydrates	Di- and oligosaccharides	Lactose and Galactose Uptake and Utilization	Lactose permease	fig|2499688.22.peg.5725
Carbohydrates	Di- and oligosaccharides	Beta-Glucoside Metabolism	Transcriptional antiterminator of lichenan operon, BglG family	fig|2499688.22.peg.2394, fig|2499688.22.peg.2595
Carbohydrates	Di- and oligosaccharides	Beta-Glucoside Metabolism	Beta-glucoside bgl operon antiterminator, BglG family	fig|2499688.22.peg.993, fig|2499688.22.peg.2072, fig|2499688.22.peg.3637, fig|2499688.22.peg.3853, fig|2499688.22.peg.4171, fig|2499688.22.peg.4366, fig|2499688.22.peg.4848, fig|2499688.22.peg.5709
Carbohydrates	Di- and oligosaccharides	Beta-Glucoside Metabolism	6-phospho-beta-glucosidase (EC 3.2.1.86)	fig|2499688.22.peg.994, fig|2499688.22.peg.1354, fig|2499688.22.peg.1883, fig|2499688.22.peg.2054, fig|2499688.22.peg.2066, fig|2499688.22.peg.2438, fig|2499688.22.peg.2569, fig|2499688.22.peg.3051, fig|2499688.22.peg.3575, fig|2499688.22.peg.3602, fig|2499688.22.peg.3635, fig|2499688.22.peg.3713, fig|2499688.22.peg.3745, fig|2499688.22.peg.3855, fig|2499688.22.peg.4061, fig|2499688.22.peg.4093, fig|2499688.22.peg.4101, fig|2499688.22.peg.4102, fig|2499688.22.peg.4169, fig|2499688.22.peg.4364, fig|2499688.22.peg.4846, fig|2499688.22.peg.5048, fig|2499688.22.peg.5447, fig|2499688.22.peg.5633, fig|2499688.22.peg.5710
Carbohydrates	Di- and oligosaccharides	Beta-Glucoside Metabolism	Outer surface protein of unknown function, cellobiose operon	fig|2499688.22.peg.1471, fig|2499688.22.peg.4220
Carbohydrates	Di- and oligosaccharides	Beta-Glucoside Metabolism	Cellobiose phosphotransferase system YdjC-like protein	fig|2499688.22.peg.2584
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose permease, major facilitator superfamily	fig|2499688.22.peg.4229
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Predicted sucrose permease, MFS family, FucP subfamily	fig|2499688.22.peg.59
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose operon repressor ScrR, LacI family	fig|2499688.22.peg.2095, fig|2499688.22.peg.4230
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Fructokinase (EC 2.7.1.4)	fig|2499688.22.peg.2021, fig|2499688.22.peg.4953
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	fig|2499688.22.peg.2093
Carbohydrates	Carbohydrates - no subcategory	Carbon storage regulator	Carbon storage regulator	fig|2499688.22.peg.2211
