Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|1404.869.peg.1321	CDS	NZ_JBBJSQ010000001.1	1232292	1232705	414	hypothetical protein	- none -	1232292	1232705	
fig|1404.869.peg.1322	CDS	NZ_JBBJSQ010000001.1	1233483	1232743	741	hypothetical protein	- none -	1232743	1233483	
fig|1404.869.peg.1323	CDS	NZ_JBBJSQ010000001.1	1234009	1233779	231	Small acid-soluble spore protein, beta-type SASP	- none -	1233779	1234009	
fig|1404.869.peg.1324	CDS	NZ_JBBJSQ010000001.1	1234770	1234955	186	Small, acid-soluble spore protein gamma-type	- none -	1234770	1234955	
fig|1404.869.peg.1325	CDS	NZ_JBBJSQ010000001.1	1235883	1237112	1230	Nutrient germinant receptor hydrophilic subunit C (GerKC/GerAC/GerBC)	- none -	1235883	1237112	
fig|1404.869.peg.1326	CDS	NZ_JBBJSQ010000001.1	1237134	1238234	1101	Nutrient germinant receptor inner membrane subunit B (GerKB/GerAB/GerBB)	- none -	1237134	1238234	
fig|1404.869.peg.1327	CDS	NZ_JBBJSQ010000001.1	1241325	1239496	1830	Uncharacterized amino acid permease YdaO	- none -	1239496	1241325	
fig|1404.869.peg.1328	CDS	NZ_JBBJSQ010000001.1	1242936	1241977	960	Magnesium and cobalt transport protein CorA	Magnesium transport	1241977	1242936	
fig|1404.869.peg.1329	CDS	NZ_JBBJSQ010000001.1	1243186	1243383	198	hypothetical protein	- none -	1243186	1243383	
fig|1404.869.peg.1330	CDS	NZ_JBBJSQ010000001.1	1243584	1244087	504	hypothetical protein	- none -	1243584	1244087	
fig|1404.869.peg.1331	CDS	NZ_JBBJSQ010000001.1	1244330	1244707	378	hypothetical protein	- none -	1244330	1244707	
fig|1404.869.peg.1332	CDS	NZ_JBBJSQ010000001.1	1244700	1244939	240	hypothetical protein	- none -	1244700	1244939	
fig|1404.869.peg.1333	CDS	NZ_JBBJSQ010000001.1	1245947	1245075	873	Transcriptional regulator, LysR family	- none -	1245075	1245947	
fig|1404.869.peg.1334	CDS	NZ_JBBJSQ010000001.1	1246073	1247182	1110	hypothetical protein	- none -	1246073	1247182	
fig|1404.869.peg.1335	CDS	NZ_JBBJSQ010000001.1	1247353	1247949	597	DUF1801 domain-containing protein	- none -	1247353	1247949	
fig|1404.869.peg.1336	CDS	NZ_JBBJSQ010000001.1	1248107	1248478	372	hypothetical protein	- none -	1248107	1248478	
fig|1404.869.peg.1337	CDS	NZ_JBBJSQ010000001.1	1248603	1249310	708	hypothetical protein	- none -	1248603	1249310	
fig|1404.869.peg.1338	CDS	NZ_JBBJSQ010000001.1	1249378	1249500	123	hypothetical protein	- none -	1249378	1249500	
fig|1404.869.peg.1339	CDS	NZ_JBBJSQ010000001.1	1249589	1249759	171	hypothetical protein	- none -	1249589	1249759	
fig|1404.869.peg.1340	CDS	NZ_JBBJSQ010000001.1	1249876	1250361	486	hypothetical protein	- none -	1249876	1250361	
fig|1404.869.peg.1341	CDS	NZ_JBBJSQ010000001.1	1250815	1250627	189	hypothetical protein	- none -	1250627	1250815	
fig|1404.869.peg.1342	CDS	NZ_JBBJSQ010000001.1	1251326	1251553	228	hypothetical protein	- none -	1251326	1251553	
fig|1404.869.peg.1343	CDS	NZ_JBBJSQ010000001.1	1251645	1252493	849	Acetylxylan esterase related enzyme	- none -	1251645	1252493	
fig|1404.869.peg.1344	CDS	NZ_JBBJSQ010000001.1	1253234	1252857	378	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	1252857	1253234	
fig|1404.869.peg.1345	CDS	NZ_JBBJSQ010000001.1	1253343	1253732	390	Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit	- none -	1253343	1253732	
fig|1404.869.peg.1346	CDS	NZ_JBBJSQ010000001.1	1254477	1254322	156	hypothetical protein	- none -	1254322	1254477	
fig|1404.869.peg.1347	CDS	NZ_JBBJSQ010000001.1	1254834	1255094	261	hypothetical protein	- none -	1254834	1255094	
fig|1404.869.peg.1348	CDS	NZ_JBBJSQ010000001.1	1255621	1255800	180	Small, acid-soluble spore protein H	- none -	1255621	1255800	
fig|1404.869.peg.1349	CDS	NZ_JBBJSQ010000001.1	1256901	1257752	852	hypothetical protein	- none -	1256901	1257752	
fig|1404.869.rna.11	RNA	NZ_JBBJSQ010000001.1	1258100	1258176	77	tRNA-Met-CAT	- none -	1258100	1258176	
fig|1404.869.rna.12	RNA	NZ_JBBJSQ010000001.1	1258192	1258284	93	tRNA-Ser-TGA	- none -	1258192	1258284	
fig|1404.869.rna.13	RNA	NZ_JBBJSQ010000001.1	1258303	1258379	77	tRNA-Met-CAT	- none -	1258303	1258379	
fig|1404.869.rna.14	RNA	NZ_JBBJSQ010000001.1	1258390	1258474	85	tRNA-Leu-TAG	- none -	1258390	1258474	
fig|1404.869.rna.15	RNA	NZ_JBBJSQ010000001.1	1258484	1258560	77	tRNA-Arg-ACG	- none -	1258484	1258560	
fig|1404.869.rna.16	RNA	NZ_JBBJSQ010000001.1	1258565	1258641	77	tRNA-Pseudo-GAT	- none -	1258565	1258641	
fig|1404.869.rna.17	RNA	NZ_JBBJSQ010000001.1	1258675	1258765	91	tRNA-Ser-GCT	- none -	1258675	1258765	
fig|1404.869.rna.18	RNA	NZ_JBBJSQ010000001.1	1258782	1258853	72	tRNA-Undet-???	- none -	1258782	1258853	
fig|1404.869.peg.1350	CDS	NZ_JBBJSQ010000001.1	1260285	1259110	1176	Nucleoside permease NupC	- none -	1259110	1260285	
fig|1404.869.peg.1351	CDS	NZ_JBBJSQ010000001.1	1260719	1261384	666	hypothetical protein	- none -	1260719	1261384	
fig|1404.869.peg.1352	CDS	NZ_JBBJSQ010000001.1	1262263	1261442	822	N-acetylmuramoyl-L-alanine amidase	- none -	1261442	1262263	
fig|1404.869.peg.1353	CDS	NZ_JBBJSQ010000001.1	1263348	1262698	651	Protein of unknown function DUF975	- none -	1262698	1263348	
fig|1404.869.peg.1354	CDS	NZ_JBBJSQ010000001.1	1263542	1263895	354	hypothetical protein	- none -	1263542	1263895	
fig|1404.869.peg.1355	CDS	NZ_JBBJSQ010000001.1	1264052	1263903	150	hypothetical protein	- none -	1263903	1264052	
fig|1404.869.peg.1356	CDS	NZ_JBBJSQ010000001.1	1265207	1264194	1014	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	Metallocarboxypeptidases (EC 3.4.17.-), Murein Hydrolases, Recycling of Peptidoglycan Amino Acids	1264194	1265207	
fig|1404.869.peg.1357	CDS	NZ_JBBJSQ010000001.1	1265356	1265868	513	RNA polymerase sigma factor SigZ	Transcription initiation, bacterial sigma factors	1265356	1265868	
fig|1404.869.peg.1358	CDS	NZ_JBBJSQ010000001.1	1265888	1267051	1164	hypothetical protein	- none -	1265888	1267051	
fig|1404.869.peg.1359	CDS	NZ_JBBJSQ010000001.1	1267517	1267098	420	Transcriptional regulator, MarR family	- none -	1267098	1267517	
fig|1404.869.peg.1360	CDS	NZ_JBBJSQ010000001.1	1267663	1268010	348	hypothetical protein	- none -	1267663	1268010	
fig|1404.869.peg.1361	CDS	NZ_JBBJSQ010000001.1	1268216	1268599	384	hypothetical protein	- none -	1268216	1268599	
fig|1404.869.peg.1362	CDS	NZ_JBBJSQ010000001.1	1269059	1268679	381	biphenyl-2,3-diol 1,2-dioxygenase III-related protein	Biphenyl Degradation	1268679	1269059	
fig|1404.869.peg.1363	CDS	NZ_JBBJSQ010000001.1	1270215	1269286	930	hypothetical protein	- none -	1269286	1270215	
fig|1404.869.peg.1364	CDS	NZ_JBBJSQ010000001.1	1270648	1270905	258	Ferrous iron transporter-associated protein FeoA	- none -	1270648	1270905	
fig|1404.869.peg.1365	CDS	NZ_JBBJSQ010000001.1	1270898	1271629	732	Ferrous iron transporter FeoB	- none -	1270898	1271629	
fig|1404.869.peg.1366	CDS	NZ_JBBJSQ010000001.1	1271607	1273010	1404	Ferrous iron transporter FeoB	- none -	1271607	1273010	
fig|1404.869.peg.1367	CDS	NZ_JBBJSQ010000001.1	1273208	1273585	378	hypothetical protein	- none -	1273208	1273585	
fig|1404.869.peg.1368	CDS	NZ_JBBJSQ010000001.1	1273702	1274685	984	dNTP triphosphohydrolase, broad substrate specificity	- none -	1273702	1274685	
fig|1404.869.peg.1369	CDS	NZ_JBBJSQ010000001.1	1275882	1274776	1107	Arabinose metabolism transcriptional repressor AraR	- none -	1274776	1275882	
fig|1404.869.peg.1370	CDS	NZ_JBBJSQ010000001.1	1276221	1277852	1632	Ribulokinase (EC 2.7.1.16)	L-Arabinose utilization	1276221	1277852	
fig|1404.869.peg.1371	CDS	NZ_JBBJSQ010000001.1	1277846	1278544	699	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	L-Arabinose utilization	1277846	1278544	
fig|1404.869.peg.1372	CDS	NZ_JBBJSQ010000001.1	1278574	1279998	1425	L-arabinose isomerase (EC 5.3.1.4)	L-Arabinose utilization	1278574	1279998	
fig|1404.869.peg.1373	CDS	NZ_JBBJSQ010000001.1	1280146	1281525	1380	Arabinose-proton symporter	L-Arabinose utilization	1280146	1281525	
fig|1404.869.peg.1374	CDS	NZ_JBBJSQ010000001.1	1281670	1281804	135	hypothetical protein	- none -	1281670	1281804	
fig|1404.869.peg.1375	CDS	NZ_JBBJSQ010000001.1	1282116	1282367	252	hypothetical protein	- none -	1282116	1282367	
fig|1404.869.peg.1376	CDS	NZ_JBBJSQ010000001.1	1282518	1282667	150	hypothetical protein	- none -	1282518	1282667	
fig|1404.869.peg.1377	CDS	NZ_JBBJSQ010000001.1	1282977	1285271	2295	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	Methionine Biosynthesis	1282977	1285271	
fig|1404.869.peg.1378	CDS	NZ_JBBJSQ010000001.1	1285413	1286030	618	Gpr1/Fun34/YaaH family protein BA3597	- none -	1285413	1286030	
fig|1404.869.peg.1379	CDS	NZ_JBBJSQ010000001.1	1286175	1286675	501	Acetyltransferase, GNAT family	- none -	1286175	1286675	
fig|1404.869.peg.1380	CDS	NZ_JBBJSQ010000001.1	1286832	1286653	180	hypothetical protein	- none -	1286653	1286832	
fig|1404.869.peg.1381	CDS	NZ_JBBJSQ010000001.1	1287070	1287270	201	Transcriptional regulator, Xre family	- none -	1287070	1287270	
fig|1404.869.peg.1382	CDS	NZ_JBBJSQ010000001.1	1287432	1287596	165	hypothetical protein	- none -	1287432	1287596	
fig|1404.869.peg.1383	CDS	NZ_JBBJSQ010000001.1	1287628	1288041	414	hypothetical protein	- none -	1287628	1288041	
fig|1404.869.peg.1384	CDS	NZ_JBBJSQ010000001.1	1288267	1288127	141	hypothetical protein	- none -	1288127	1288267	
fig|1404.869.peg.1385	CDS	NZ_JBBJSQ010000001.1	1289054	1288419	636	transporter, LysE family protein	- none -	1288419	1289054	
fig|1404.869.peg.1386	CDS	NZ_JBBJSQ010000001.1	1289190	1289801	612	hypothetical protein	- none -	1289190	1289801	
fig|1404.869.peg.1387	CDS	NZ_JBBJSQ010000001.1	1289930	1290064	135	hypothetical protein	- none -	1289930	1290064	
fig|1404.869.peg.1388	CDS	NZ_JBBJSQ010000001.1	1290582	1290142	441	hypothetical protein	- none -	1290142	1290582	
fig|1404.869.peg.1389	CDS	NZ_JBBJSQ010000001.1	1290856	1290659	198	hypothetical protein	- none -	1290659	1290856	
fig|1404.869.peg.1390	CDS	NZ_JBBJSQ010000001.1	1291498	1291010	489	hypothetical protein	- none -	1291010	1291498	
fig|1404.869.peg.1391	CDS	NZ_JBBJSQ010000001.1	1291625	1292590	966	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Glycine and Serine Utilization, Pyridoxin (Vitamin B6) Biosynthesis, Serine Biosynthesis	1291625	1292590	
fig|1404.869.peg.1392	CDS	NZ_JBBJSQ010000001.1	1293582	1292707	876	Uncharacterized phosphatase YwpJ	- none -	1292707	1293582	
fig|1404.869.peg.1393	CDS	NZ_JBBJSQ010000001.1	1293747	1294505	759	COG1349: Transcriptional regulators of sugar metabolism	- none -	1293747	1294505	
fig|1404.869.peg.1394	CDS	NZ_JBBJSQ010000001.1	1294558	1294767	210	hypothetical protein	- none -	1294558	1294767	
fig|1404.869.peg.1395	CDS	NZ_JBBJSQ010000001.1	1295495	1294806	690	Protein of unknown function DUF1275	- none -	1294806	1295495	
fig|1404.869.peg.1396	CDS	NZ_JBBJSQ010000001.1	1296069	1295569	501	Acetyltransferase	- none -	1295569	1296069	
fig|1404.869.peg.1397	CDS	NZ_JBBJSQ010000001.1	1296184	1297113	930	Phage replication initiation protein	Phage replication	1296184	1297113	
fig|1404.869.peg.1398	CDS	NZ_JBBJSQ010000001.1	1297218	1297847	630	hypothetical protein	- none -	1297218	1297847	
fig|1404.869.peg.1399	CDS	NZ_JBBJSQ010000001.1	1298073	1298768	696	Transcriptional regulator, GntR family	- none -	1298073	1298768	
fig|1404.869.peg.1400	CDS	NZ_JBBJSQ010000001.1	1299049	1300608	1560	hypothetical protein	- none -	1299049	1300608	
fig|1404.869.peg.1401	CDS	NZ_JBBJSQ010000001.1	1301357	1300887	471	hypothetical protein	- none -	1300887	1301357	
fig|1404.869.peg.1402	CDS	NZ_JBBJSQ010000001.1	1301747	1301526	222	spore germination protein	- none -	1301526	1301747	
fig|1404.869.peg.1403	CDS	NZ_JBBJSQ010000001.1	1301882	1301766	117	hypothetical protein	- none -	1301766	1301882	
fig|1404.869.peg.1404	CDS	NZ_JBBJSQ010000001.1	1301984	1302469	486	hypothetical protein	- none -	1301984	1302469	
fig|1404.869.peg.1405	CDS	NZ_JBBJSQ010000001.1	1302549	1303031	483	Histone acetyltransferase HPA2 and related acetyltransferases	- none -	1302549	1303031	
fig|1404.869.peg.1406	CDS	NZ_JBBJSQ010000001.1	1303034	1304113	1080	DNA alkylation repair enzyme	- none -	1303034	1304113	
fig|1404.869.peg.1407	CDS	NZ_JBBJSQ010000001.1	1304270	1304854	585	putative lipoprotein	- none -	1304270	1304854	
fig|1404.869.peg.1408	CDS	NZ_JBBJSQ010000001.1	1305336	1306991	1656	hypothetical protein	- none -	1305336	1306991	
fig|1404.869.peg.1409	CDS	NZ_JBBJSQ010000001.1	1307354	1307037	318	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	1307037	1307354	
fig|1404.869.peg.1410	CDS	NZ_JBBJSQ010000001.1	1307654	1307499	156	hypothetical protein	- none -	1307499	1307654	
fig|1404.869.peg.1411	CDS	NZ_JBBJSQ010000001.1	1308073	1307735	339	hypothetical protein	- none -	1307735	1308073	
fig|1404.869.peg.1412	CDS	NZ_JBBJSQ010000001.1	1308296	1309165	870	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	1308296	1309165	
fig|1404.869.peg.1413	CDS	NZ_JBBJSQ010000001.1	1309197	1309421	225	hypothetical protein	- none -	1309197	1309421	
fig|1404.869.peg.1414	CDS	NZ_JBBJSQ010000001.1	1310320	1309463	858	hypothetical protein	- none -	1309463	1310320	
fig|1404.869.peg.1415	CDS	NZ_JBBJSQ010000001.1	1310486	1311427	942	Magnesium and cobalt transport protein corA	- none -	1310486	1311427	
fig|1404.869.peg.1416	CDS	NZ_JBBJSQ010000001.1	1311770	1311474	297	hypothetical protein	- none -	1311474	1311770	
fig|1404.869.peg.1417	CDS	NZ_JBBJSQ010000001.1	1312096	1311794	303	hypothetical protein	- none -	1311794	1312096	
fig|1404.869.peg.1418	CDS	NZ_JBBJSQ010000001.1	1313441	1312230	1212	D-mannose isomerase (EC 5.3.1.7)	- none -	1312230	1313441	
fig|1404.869.peg.1419	CDS	NZ_JBBJSQ010000001.1	1313789	1315123	1335	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	CBSS-84588.1.peg.1247, Metallocarboxypeptidases (EC 3.4.17.-), Murein Hydrolases	1313789	1315123	
fig|1404.869.peg.1420	CDS	NZ_JBBJSQ010000001.1	1315731	1315519	213	Cold shock protein of CSP family	- none -	1315519	1315731	
fig|1404.869.peg.1421	CDS	NZ_JBBJSQ010000001.1	1315964	1316833	870	PAS domain protein	- none -	1315964	1316833	
fig|1404.869.peg.1422	CDS	NZ_JBBJSQ010000001.1	1317211	1318365	1155	Putative membrane-spanning protein	- none -	1317211	1318365	
fig|1404.869.peg.1423	CDS	NZ_JBBJSQ010000001.1	1318381	1319088	708	hypothetical protein	- none -	1318381	1319088	
fig|1404.869.peg.1424	CDS	NZ_JBBJSQ010000001.1	1319274	1319429	156	hypothetical protein	- none -	1319274	1319429	
fig|1404.869.peg.1425	CDS	NZ_JBBJSQ010000001.1	1319742	1319431	312	hypothetical protein	- none -	1319431	1319742	
fig|1404.869.peg.1426	CDS	NZ_JBBJSQ010000001.1	1320494	1319967	528	Uncharacterized protein YrkC	- none -	1319967	1320494	
fig|1404.869.peg.1427	CDS	NZ_JBBJSQ010000001.1	1320771	1320959	189	hypothetical protein	- none -	1320771	1320959	
fig|1404.869.peg.1428	CDS	NZ_JBBJSQ010000001.1	1321226	1321378	153	hypothetical protein	- none -	1321226	1321378	
fig|1404.869.peg.1429	CDS	NZ_JBBJSQ010000001.1	1321627	1322016	390	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	1321627	1322016	
fig|1404.869.peg.1430	CDS	NZ_JBBJSQ010000001.1	1323149	1322094	1056	Alcohol dehydrogenase (EC 1.1.1.1)	5-FCL-like protein, Butanol Biosynthesis	1322094	1323149	
fig|1404.869.peg.1431	CDS	NZ_JBBJSQ010000001.1	1323565	1323305	261	Catabolite repression HPr-like protein Crh	HPr catabolite repression system	1323305	1323565	
fig|1404.869.peg.1432	CDS	NZ_JBBJSQ010000001.1	1323973	1324071	99	hypothetical protein	- none -	1323973	1324071	
fig|1404.869.peg.1433	CDS	NZ_JBBJSQ010000001.1	1324505	1325398	894	Inosose dehydratase (EC 4.2.1.44)	Inositol catabolism	1324505	1325398	
fig|1404.869.peg.1434	CDS	NZ_JBBJSQ010000001.1	1325419	1326837	1419	Major myo-inositol transporter IolT	Inositol catabolism	1325419	1326837	
fig|1404.869.peg.1435	CDS	NZ_JBBJSQ010000001.1	1326860	1327717	858	Inosose isomerase (EC 5.3.99.11)	- none -	1326860	1327717	
fig|1404.869.peg.1436	CDS	NZ_JBBJSQ010000001.1	1327734	1328603	870	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	Inositol catabolism	1327734	1328603	
fig|1404.869.peg.1437	CDS	NZ_JBBJSQ010000001.1	1328828	1328944	117	hypothetical protein	- none -	1328828	1328944	
fig|1404.869.peg.1438	CDS	NZ_JBBJSQ010000001.1	1328983	1329738	756	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	Inositol catabolism	1328983	1329738	
fig|1404.869.peg.1439	CDS	NZ_JBBJSQ010000001.1	1330336	1332258	1923	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (EC 3.7.1.22)	- none -	1330336	1332258	
fig|1404.869.peg.1440	CDS	NZ_JBBJSQ010000001.1	1332353	1333171	819	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	- none -	1332353	1333171	
fig|1404.869.peg.1441	CDS	NZ_JBBJSQ010000001.1	1333187	1334194	1008	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	Inositol catabolism	1333187	1334194	
fig|1404.869.peg.1442	CDS	NZ_JBBJSQ010000001.1	1334219	1335676	1458	Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)	- none -	1334219	1335676	
fig|1404.869.peg.1443	CDS	NZ_JBBJSQ010000001.1	1335790	1336977	1188	Uncharacterized MFS-type transporter	- none -	1335790	1336977	
fig|1404.869.peg.1444	CDS	NZ_JBBJSQ010000001.1	1337042	1338079	1038	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	Inositol catabolism	1337042	1338079	
fig|1404.869.peg.1445	CDS	NZ_JBBJSQ010000001.1	1338169	1339050	882	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	Inositol catabolism	1338169	1339050	
fig|1404.869.peg.1446	CDS	NZ_JBBJSQ010000001.1	1339303	1340352	1050	Predicted transcriptional regulator of the myo-inositol catabolic operon	Inositol catabolism	1339303	1340352	
fig|1404.869.peg.1447	CDS	NZ_JBBJSQ010000001.1	1340480	1340785	306	hypothetical protein	- none -	1340480	1340785	
fig|1404.869.peg.1448	CDS	NZ_JBBJSQ010000001.1	1340905	1341804	900	hypothetical protein	- none -	1340905	1341804	
fig|1404.869.peg.1449	CDS	NZ_JBBJSQ010000001.1	1342051	1342992	942	Xylose isomerase-like TIM-barrel protein YfiH	- none -	1342051	1342992	
fig|1404.869.peg.1450	CDS	NZ_JBBJSQ010000001.1	1343055	1343786	732	Uncharacterized protein BC2925	- none -	1343055	1343786	
fig|1404.869.peg.1451	CDS	NZ_JBBJSQ010000001.1	1344598	1343855	744	Short-chain dehydrogenase/reductase homolog YusRS	- none -	1343855	1344598	
fig|1404.869.peg.1452	CDS	NZ_JBBJSQ010000001.1	1344692	1345558	867	Transcriptional regulator, LysR family	- none -	1344692	1345558	
fig|1404.869.peg.1453	CDS	NZ_JBBJSQ010000001.1	1345665	1346276	612	UPF0702 transmembrane protein YdfR	- none -	1345665	1346276	
fig|1404.869.peg.1454	CDS	NZ_JBBJSQ010000001.1	1346524	1346943	420	hypothetical protein	- none -	1346524	1346943	
fig|1404.869.peg.1455	CDS	NZ_JBBJSQ010000001.1	1347320	1347102	219	Uncharacterized transcriptional regulator YozG, Cro/CI family	- none -	1347102	1347320	
fig|1404.869.peg.1456	CDS	NZ_JBBJSQ010000001.1	1347810	1347331	480	Uncharacterized membrane protein YoaS	- none -	1347331	1347810	
fig|1404.869.peg.1457	CDS	NZ_JBBJSQ010000001.1	1348322	1347840	483	hypothetical protein	- none -	1347840	1348322	
fig|1404.869.peg.1458	CDS	NZ_JBBJSQ010000001.1	1348888	1349199	312	hypothetical protein	- none -	1348888	1349199	
fig|1404.869.peg.1459	CDS	NZ_JBBJSQ010000001.1	1349349	1349876	528	RNA polymerase ECF-type sigma factor	- none -	1349349	1349876	
fig|1404.869.peg.1460	CDS	NZ_JBBJSQ010000001.1	1349860	1350936	1077	hypothetical protein	- none -	1349860	1350936	
fig|1404.869.peg.1461	CDS	NZ_JBBJSQ010000001.1	1351004	1351246	243	hypothetical protein	- none -	1351004	1351246	
fig|1404.869.peg.1462	CDS	NZ_JBBJSQ010000001.1	1351330	1352055	726	Efflux ABC transporter, ATP-binding protein	- none -	1351330	1352055	
fig|1404.869.peg.1463	CDS	NZ_JBBJSQ010000001.1	1352052	1352879	828	hypothetical protein	- none -	1352052	1352879	
fig|1404.869.peg.1464	CDS	NZ_JBBJSQ010000001.1	1352896	1353663	768	hypothetical protein; ABC transporter, permease protein	- none -	1352896	1353663	
fig|1404.869.peg.1465	CDS	NZ_JBBJSQ010000001.1	1353671	1354348	678	Two-component transcriptional response regulator, LuxR family	- none -	1353671	1354348	
fig|1404.869.peg.1466	CDS	NZ_JBBJSQ010000001.1	1354336	1355799	1464	hypothetical protein	- none -	1354336	1355799	
fig|1404.869.peg.1467	CDS	NZ_JBBJSQ010000001.1	1356738	1356040	699	hypothetical protein	- none -	1356040	1356738	
fig|1404.869.peg.1468	CDS	NZ_JBBJSQ010000001.1	1356950	1357672	723	hypothetical protein	- none -	1356950	1357672	
fig|1404.869.peg.1469	CDS	NZ_JBBJSQ010000001.1	1357736	1358062	327	Uncharacterized protein YqjZ	- none -	1357736	1358062	
fig|1404.869.peg.1470	CDS	NZ_JBBJSQ010000001.1	1358252	1358082	171	hypothetical protein	- none -	1358082	1358252	
fig|1404.869.peg.1471	CDS	NZ_JBBJSQ010000001.1	1358820	1358518	303	hypothetical protein	- none -	1358518	1358820	
fig|1404.869.peg.1472	CDS	NZ_JBBJSQ010000001.1	1359053	1360117	1065	group-specific protein	- none -	1359053	1360117	
fig|1404.869.peg.1473	CDS	NZ_JBBJSQ010000001.1	1360258	1361511	1254	hypothetical protein	- none -	1360258	1361511	
fig|1404.869.peg.1474	CDS	NZ_JBBJSQ010000001.1	1361543	1361908	366	hypothetical protein	- none -	1361543	1361908	
fig|1404.869.peg.1475	CDS	NZ_JBBJSQ010000001.1	1362708	1361935	774	HAD-superfamily hydrolase, subfamily IIB	- none -	1361935	1362708	
fig|1404.869.peg.1476	CDS	NZ_JBBJSQ010000001.1	1362893	1362723	171	hypothetical protein	- none -	1362723	1362893	
fig|1404.869.peg.1477	CDS	NZ_JBBJSQ010000001.1	1362997	1363131	135	hypothetical protein	- none -	1362997	1363131	
fig|1404.869.peg.1478	CDS	NZ_JBBJSQ010000001.1	1363332	1363499	168	hypothetical protein	- none -	1363332	1363499	
fig|1404.869.peg.1479	CDS	NZ_JBBJSQ010000001.1	1363920	1364336	417	hypothetical protein	- none -	1363920	1364336	
fig|1404.869.peg.1480	CDS	NZ_JBBJSQ010000001.1	1364394	1364651	258	hypothetical protein	- none -	1364394	1364651	
fig|1404.869.peg.1481	CDS	NZ_JBBJSQ010000001.1	1365584	1365303	282	hypothetical protein	- none -	1365303	1365584	
fig|1404.869.peg.1482	CDS	NZ_JBBJSQ010000001.1	1365986	1366153	168	Efflux ABC transporter, permease protein	- none -	1365986	1366153	
fig|1404.869.peg.1483	CDS	NZ_JBBJSQ010000001.1	1366391	1366696	306	hypothetical protein	- none -	1366391	1366696	
fig|1404.869.peg.1484	CDS	NZ_JBBJSQ010000001.1	1366938	1367147	210	hypothetical protein	- none -	1366938	1367147	
fig|1404.869.peg.1485	CDS	NZ_JBBJSQ010000001.1	1368815	1367628	1188	Xylose repressor XylR (ROK family)	- none -	1367628	1368815	
fig|1404.869.peg.1486	CDS	NZ_JBBJSQ010000001.1	1368924	1368808	117	hypothetical protein	- none -	1368808	1368924	
fig|1404.869.peg.1487	CDS	NZ_JBBJSQ010000001.1	1369042	1370445	1404	Uronate isomerase (EC 5.3.1.12)	D-Galacturonate and D-Glucuronate Utilization	1369042	1370445	
fig|1404.869.peg.1488	CDS	NZ_JBBJSQ010000001.1	1370516	1371814	1299	Iron-sulfur cluster-binding protein	- none -	1370516	1371814	
fig|1404.869.peg.1489	CDS	NZ_JBBJSQ010000001.1	1371798	1372568	771	D-mannonate oxidoreductase (EC 1.1.1.57)	D-Galacturonate and D-Glucuronate Utilization	1371798	1372568	
fig|1404.869.peg.1490	CDS	NZ_JBBJSQ010000001.1	1372605	1373414	810	ATP-utilizing enzyme of the PP-loop superfamily	- none -	1372605	1373414	
fig|1404.869.peg.1491	CDS	NZ_JBBJSQ010000001.1	1373462	1374232	771	Circadian phase modifier	- none -	1373462	1374232	
fig|1404.869.peg.1492	CDS	NZ_JBBJSQ010000001.1	1374213	1375106	894	FIG099352: hypothetical protein	- none -	1374213	1375106	
fig|1404.869.peg.1493	CDS	NZ_JBBJSQ010000001.1	1375164	1375643	480	hypothetical protein	- none -	1375164	1375643	
fig|1404.869.peg.1494	CDS	NZ_JBBJSQ010000001.1	1375790	1377187	1398	Glucuronide transporter UidB	D-Galacturonate and D-Glucuronate Utilization	1375790	1377187	
fig|1404.869.peg.1495	CDS	NZ_JBBJSQ010000001.1	1377296	1379701	2406	Alpha-glucosidase (EC 3.2.1.20)	D-Galacturonate and D-Glucuronate Utilization	1377296	1379701	
fig|1404.869.peg.1496	CDS	NZ_JBBJSQ010000001.1	1380172	1381434	1263	Sulfate permease	- none -	1380172	1381434	
fig|1404.869.peg.1497	CDS	NZ_JBBJSQ010000001.1	1382467	1381538	930	Aryldialkylphosphatase (phosphotriesterase) (paraoxonase), putative (php) (EC 3.1.8.1)	- none -	1381538	1382467	
fig|1404.869.peg.1498	CDS	NZ_JBBJSQ010000001.1	1383189	1382683	507	CcdC protein	- none -	1382683	1383189	
