Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|3132359.4.peg.1045	CDS	NZ_JBBJSS010000001.1	1008225	1008136	90	hypothetical protein	- none -	1008136	1008225	
fig|3132359.4.peg.1046	CDS	NZ_JBBJSS010000001.1	1008317	1009069	753	Uncharacterized protein YteA	- none -	1008317	1009069	
fig|3132359.4.peg.1047	CDS	NZ_JBBJSS010000001.1	1009164	1009961	798	DUF124 domain-containing protein	- none -	1009164	1009961	
fig|3132359.4.peg.1048	CDS	NZ_JBBJSS010000001.1	1012411	1010000	2412	Glycogen phosphorylase (EC 2.4.1.1)	Glycogen metabolism	1010000	1012411	
fig|3132359.4.peg.1049	CDS	NZ_JBBJSS010000001.1	1013855	1012425	1431	Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	Glycogen metabolism	1012425	1013855	
fig|3132359.4.peg.1050	CDS	NZ_JBBJSS010000001.1	1014877	1013852	1026	Glycogen biosynthesis protein GlgD, glucose-1-phosphate adenylyltransferase family	Glycogen metabolism	1013852	1014877	
fig|3132359.4.peg.1051	CDS	NZ_JBBJSS010000001.1	1016051	1014900	1152	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	Glycogen metabolism	1014900	1016051	
fig|3132359.4.peg.1052	CDS	NZ_JBBJSS010000001.1	1017963	1016002	1962	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	Glycogen metabolism	1016002	1017963	
fig|3132359.4.rna.8	RNA	NZ_JBBJSS010000001.1	1018329	1018258	72	tRNA-Glu-TTC	- none -	1018258	1018329	
fig|3132359.4.rna.9	RNA	NZ_JBBJSS010000001.1	1018440	1018350	91	tRNA-Ser-GCT	- none -	1018350	1018440	
fig|3132359.4.rna.10	RNA	NZ_JBBJSS010000001.1	1018518	1018444	75	tRNA-Asn-GTT	- none -	1018444	1018518	
fig|3132359.4.rna.11	RNA	NZ_JBBJSS010000001.1	1018598	1018522	77	tRNA-Ile-GAT	- none -	1018522	1018598	
fig|3132359.4.rna.12	RNA	NZ_JBBJSS010000001.1	1018678	1018605	74	tRNA-Gly-TCC	- none -	1018605	1018678	
fig|3132359.4.rna.13	RNA	NZ_JBBJSS010000001.1	1018765	1018690	76	tRNA-His-GTG	- none -	1018690	1018765	
fig|3132359.4.rna.14	RNA	NZ_JBBJSS010000001.1	1018851	1018776	76	tRNA-Phe-GAA	- none -	1018776	1018851	
fig|3132359.4.rna.15	RNA	NZ_JBBJSS010000001.1	1018935	1018860	76	tRNA-Asp-GTC	- none -	1018860	1018935	
fig|3132359.4.rna.16	RNA	NZ_JBBJSS010000001.1	1019016	1018940	77	tRNA-Met-CAT	- none -	1018940	1019016	
fig|3132359.4.peg.1053	CDS	NZ_JBBJSS010000002.1	228	1	228	hypothetical protein	- none -	1	228	
fig|3132359.4.peg.1054	CDS	NZ_JBBJSS010000002.1	663	2153	1491	hypothetical protein	- none -	663	2153	
fig|3132359.4.peg.1055	CDS	NZ_JBBJSS010000002.1	2413	2538	126	hypothetical protein	- none -	2413	2538	
fig|3132359.4.peg.1056	CDS	NZ_JBBJSS010000002.1	3098	2730	369	hypothetical protein	- none -	2730	3098	
fig|3132359.4.peg.1057	CDS	NZ_JBBJSS010000002.1	3789	3196	594	hypothetical protein	- none -	3196	3789	
fig|3132359.4.peg.1058	CDS	NZ_JBBJSS010000002.1	4383	3892	492	hypothetical protein	- none -	3892	4383	
fig|3132359.4.peg.1059	CDS	NZ_JBBJSS010000002.1	4545	5354	810	hypothetical protein	- none -	4545	5354	
fig|3132359.4.peg.1060	CDS	NZ_JBBJSS010000002.1	6883	5786	1098	Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	Ribonucleotide reduction	5786	6883	
fig|3132359.4.peg.1061	CDS	NZ_JBBJSS010000002.1	7791	7138	654	Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	Ribonucleotide reduction	7138	7791	
fig|3132359.4.peg.1062	CDS	NZ_JBBJSS010000002.1	8907	8110	798	Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	Ribonucleotide reduction	8110	8907	
fig|3132359.4.peg.1063	CDS	NZ_JBBJSS010000002.1	9709	9395	315	Thioredoxin	CBSS-315749.4.peg.3658	9395	9709	
fig|3132359.4.peg.1064	CDS	NZ_JBBJSS010000002.1	9965	10249	285	hypothetical protein	- none -	9965	10249	
fig|3132359.4.peg.1065	CDS	NZ_JBBJSS010000002.1	10482	11354	873	Uncharacterized UPF0750 membrane protein	- none -	10482	11354	
fig|3132359.4.peg.1066	CDS	NZ_JBBJSS010000002.1	11458	11811	354	hypothetical protein	- none -	11458	11811	
fig|3132359.4.peg.1067	CDS	NZ_JBBJSS010000002.1	11989	12324	336	hypothetical protein	- none -	11989	12324	
fig|3132359.4.peg.1068	CDS	NZ_JBBJSS010000002.1	13566	12367	1200	hypothetical protein	- none -	12367	13566	
fig|3132359.4.peg.1069	CDS	NZ_JBBJSS010000002.1	14955	14059	897	Uncharacterized protein YpuA	- none -	14059	14955	
fig|3132359.4.peg.1070	CDS	NZ_JBBJSS010000002.1	15266	15102	165	hypothetical protein	- none -	15102	15266	
fig|3132359.4.peg.1071	CDS	NZ_JBBJSS010000002.1	16121	15366	756	NAD-dependent protein deacetylase of SIR2 family	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	15366	16121	
fig|3132359.4.peg.1072	CDS	NZ_JBBJSS010000002.1	16865	16134	732	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	- none -	16134	16865	
fig|3132359.4.peg.1073	CDS	NZ_JBBJSS010000002.1	17106	17726	621	hypothetical protein	- none -	17106	17726	
fig|3132359.4.peg.1074	CDS	NZ_JBBJSS010000002.1	18382	17828	555	hypothetical protein	- none -	17828	18382	
fig|3132359.4.peg.1075	CDS	NZ_JBBJSS010000002.1	18645	19955	1311	hypothetical protein	- none -	18645	19955	
fig|3132359.4.peg.1076	CDS	NZ_JBBJSS010000002.1	20030	20389	360	hypothetical protein	- none -	20030	20389	
fig|3132359.4.peg.1077	CDS	NZ_JBBJSS010000002.1	20636	20463	174	hypothetical protein	- none -	20463	20636	
fig|3132359.4.peg.1078	CDS	NZ_JBBJSS010000002.1	21195	20797	399	Nucleoside diphosphate kinase (EC 2.7.4.6)	Purine conversions, pyrimidine conversions	20797	21195	
fig|3132359.4.peg.1079	CDS	NZ_JBBJSS010000002.1	21645	21292	354	hypothetical protein	- none -	21292	21645	
fig|3132359.4.peg.1080	CDS	NZ_JBBJSS010000002.1	22521	21841	681	Mg(2+)-transport-ATPase-associated protein MgtC	- none -	21841	22521	
fig|3132359.4.peg.1081	CDS	NZ_JBBJSS010000002.1	22568	23242	675	hypothetical protein	- none -	22568	23242	
fig|3132359.4.peg.1082	CDS	NZ_JBBJSS010000002.1	23315	23449	135	hypothetical protein	- none -	23315	23449	
fig|3132359.4.peg.1083	CDS	NZ_JBBJSS010000002.1	24559	23495	1065	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	- none -	23495	24559	
fig|3132359.4.peg.1084	CDS	NZ_JBBJSS010000002.1	25896	24712	1185	hypothetical protein	- none -	24712	25896	
fig|3132359.4.peg.1085	CDS	NZ_JBBJSS010000002.1	26008	26583	576	hypothetical protein	- none -	26008	26583	
fig|3132359.4.peg.1086	CDS	NZ_JBBJSS010000002.1	26837	26607	231	hypothetical protein	- none -	26607	26837	
fig|3132359.4.peg.1087	CDS	NZ_JBBJSS010000002.1	27124	26906	219	hypothetical protein	- none -	26906	27124	
fig|3132359.4.peg.1088	CDS	NZ_JBBJSS010000002.1	27433	27209	225	hypothetical protein	- none -	27209	27433	
fig|3132359.4.peg.1089	CDS	NZ_JBBJSS010000002.1	27790	27497	294	hypothetical protein	- none -	27497	27790	
fig|3132359.4.peg.1090	CDS	NZ_JBBJSS010000002.1	28137	27886	252	hypothetical protein	- none -	27886	28137	
fig|3132359.4.peg.1091	CDS	NZ_JBBJSS010000002.1	28506	28261	246	hypothetical protein	- none -	28261	28506	
fig|3132359.4.peg.1092	CDS	NZ_JBBJSS010000002.1	28809	29360	552	hypothetical protein	- none -	28809	29360	
fig|3132359.4.peg.1093	CDS	NZ_JBBJSS010000002.1	29723	29463	261	hypothetical protein	- none -	29463	29723	
fig|3132359.4.peg.1094	CDS	NZ_JBBJSS010000002.1	29987	30376	390	hypothetical protein	- none -	29987	30376	
fig|3132359.4.peg.1095	CDS	NZ_JBBJSS010000002.1	30515	30784	270	hypothetical protein	- none -	30515	30784	
fig|3132359.4.peg.1096	CDS	NZ_JBBJSS010000002.1	31971	31372	600	hypothetical protein	- none -	31372	31971	
fig|3132359.4.peg.1097	CDS	NZ_JBBJSS010000002.1	32691	32062	630	hypothetical protein	- none -	32062	32691	
fig|3132359.4.peg.1098	CDS	NZ_JBBJSS010000002.1	33637	33242	396	hypothetical protein	- none -	33242	33637	
fig|3132359.4.peg.1099	CDS	NZ_JBBJSS010000002.1	34139	33753	387	hypothetical protein	- none -	33753	34139	
fig|3132359.4.peg.1100	CDS	NZ_JBBJSS010000002.1	34966	34529	438	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	Fatty Acid Biosynthesis FASII	34529	34966	
fig|3132359.4.peg.1101	CDS	NZ_JBBJSS010000002.1	35152	35532	381	hypothetical protein	- none -	35152	35532	
fig|3132359.4.peg.1102	CDS	NZ_JBBJSS010000002.1	38459	35685	2775	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	- none -	35685	38459	
fig|3132359.4.peg.1103	CDS	NZ_JBBJSS010000002.1	39514	38459	1056	hypothetical protein	- none -	38459	39514	
fig|3132359.4.peg.1104	CDS	NZ_JBBJSS010000002.1	40438	39545	894	hypothetical protein	- none -	39545	40438	
fig|3132359.4.peg.1105	CDS	NZ_JBBJSS010000002.1	40443	40562	120	hypothetical protein	- none -	40443	40562	
fig|3132359.4.peg.1106	CDS	NZ_JBBJSS010000002.1	40883	40596	288	hypothetical protein	- none -	40596	40883	
fig|3132359.4.peg.1107	CDS	NZ_JBBJSS010000002.1	42538	40946	1593	hypothetical protein	- none -	40946	42538	
fig|3132359.4.peg.1108	CDS	NZ_JBBJSS010000002.1	42703	43299	597	hypothetical protein	- none -	42703	43299	
fig|3132359.4.peg.1109	CDS	NZ_JBBJSS010000002.1	44672	43380	1293	hypothetical protein	- none -	43380	44672	
fig|3132359.4.peg.1110	CDS	NZ_JBBJSS010000002.1	44856	46544	1689	hypothetical protein	- none -	44856	46544	
fig|3132359.4.peg.1111	CDS	NZ_JBBJSS010000002.1	48879	46594	2286	hypothetical protein	- none -	46594	48879	
fig|3132359.4.peg.1112	CDS	NZ_JBBJSS010000002.1	50322	49060	1263	PTS system, IIC component, UlaA-type	- none -	49060	50322	
fig|3132359.4.peg.1113	CDS	NZ_JBBJSS010000002.1	50629	50366	264	hypothetical protein	- none -	50366	50629	
fig|3132359.4.peg.1114	CDS	NZ_JBBJSS010000002.1	51087	50626	462	hypothetical protein	- none -	50626	51087	
fig|3132359.4.peg.1115	CDS	NZ_JBBJSS010000002.1	51287	51520	234	hypothetical protein	- none -	51287	51520	
fig|3132359.4.peg.1116	CDS	NZ_JBBJSS010000002.1	51688	51957	270	hypothetical protein	- none -	51688	51957	
fig|3132359.4.peg.1117	CDS	NZ_JBBJSS010000002.1	52780	52022	759	hypothetical protein	- none -	52022	52780	
fig|3132359.4.peg.1118	CDS	NZ_JBBJSS010000002.1	53819	52773	1047	hypothetical protein	- none -	52773	53819	
fig|3132359.4.peg.1119	CDS	NZ_JBBJSS010000002.1	55036	53984	1053	hypothetical protein	- none -	53984	55036	
fig|3132359.4.peg.1120	CDS	NZ_JBBJSS010000002.1	55075	55209	135	hypothetical protein	- none -	55075	55209	
fig|3132359.4.peg.1121	CDS	NZ_JBBJSS010000002.1	55245	55748	504	hypothetical protein	- none -	55245	55748	
fig|3132359.4.peg.1122	CDS	NZ_JBBJSS010000002.1	56462	55863	600	hypothetical protein	- none -	55863	56462	
fig|3132359.4.peg.1123	CDS	NZ_JBBJSS010000002.1	56555	57013	459	hypothetical protein	- none -	56555	57013	
fig|3132359.4.peg.1124	CDS	NZ_JBBJSS010000002.1	57774	57088	687	hypothetical protein	- none -	57088	57774	
fig|3132359.4.peg.1125	CDS	NZ_JBBJSS010000002.1	59339	57966	1374	hypothetical protein	- none -	57966	59339	
fig|3132359.4.peg.1126	CDS	NZ_JBBJSS010000002.1	59878	59552	327	hypothetical protein	- none -	59552	59878	
fig|3132359.4.peg.1127	CDS	NZ_JBBJSS010000002.1	59933	60955	1023	hypothetical protein	- none -	59933	60955	
fig|3132359.4.peg.1128	CDS	NZ_JBBJSS010000002.1	61859	61137	723	hypothetical protein	- none -	61137	61859	
fig|3132359.4.peg.1129	CDS	NZ_JBBJSS010000002.1	62036	62758	723	hypothetical protein	- none -	62036	62758	
fig|3132359.4.peg.1130	CDS	NZ_JBBJSS010000002.1	62755	63168	414	hypothetical protein	- none -	62755	63168	
fig|3132359.4.peg.1131	CDS	NZ_JBBJSS010000002.1	63469	64995	1527	Lysophospholipid transporter LplT / 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) / Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20)	- none -	63469	64995	
fig|3132359.4.peg.1132	CDS	NZ_JBBJSS010000002.1	66148	65051	1098	hypothetical protein	- none -	65051	66148	
fig|3132359.4.peg.1133	CDS	NZ_JBBJSS010000002.1	66343	67254	912	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	Lysine Biosynthesis DAP Pathway, Lysine Biosynthesis DAP Pathway, GJO scratch	66343	67254	
fig|3132359.4.peg.1134	CDS	NZ_JBBJSS010000002.1	67762	67262	501	hypothetical protein	- none -	67262	67762	
fig|3132359.4.peg.1135	CDS	NZ_JBBJSS010000002.1	68434	67874	561	hypothetical protein	- none -	67874	68434	
fig|3132359.4.peg.1136	CDS	NZ_JBBJSS010000002.1	69130	68498	633	hypothetical protein	- none -	68498	69130	
fig|3132359.4.peg.1137	CDS	NZ_JBBJSS010000002.1	69969	69259	711	hypothetical protein	- none -	69259	69969	
fig|3132359.4.peg.1138	CDS	NZ_JBBJSS010000002.1	70085	70690	606	hypothetical protein	- none -	70085	70690	
fig|3132359.4.peg.1139	CDS	NZ_JBBJSS010000002.1	70792	70989	198	hypothetical protein	- none -	70792	70989	
fig|3132359.4.peg.1140	CDS	NZ_JBBJSS010000002.1	72346	71090	1257	Proton/glutamate symporter @ Proton/aspartate symporter	- none -	71090	72346	
fig|3132359.4.peg.1141	CDS	NZ_JBBJSS010000002.1	72585	74135	1551	hypothetical protein	- none -	72585	74135	
fig|3132359.4.peg.1142	CDS	NZ_JBBJSS010000002.1	74206	76170	1965	hypothetical protein	- none -	74206	76170	
fig|3132359.4.peg.1143	CDS	NZ_JBBJSS010000002.1	76205	77632	1428	hypothetical protein	- none -	76205	77632	
fig|3132359.4.peg.1144	CDS	NZ_JBBJSS010000002.1	77651	80710	3060	Superfamily II DNA/RNA helicases, SNF2 family	CBSS-288681.3.peg.1039	77651	80710	
fig|3132359.4.peg.1145	CDS	NZ_JBBJSS010000002.1	81736	80738	999	hypothetical protein	- none -	80738	81736	
fig|3132359.4.peg.1146	CDS	NZ_JBBJSS010000002.1	81910	82203	294	hypothetical protein	- none -	81910	82203	
fig|3132359.4.peg.1147	CDS	NZ_JBBJSS010000002.1	83450	82443	1008	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	Lysine Biosynthesis DAP Pathway, Lysine Biosynthesis DAP Pathway, GJO scratch, Threonine and Homoserine Biosynthesis	82443	83450	
fig|3132359.4.peg.1148	CDS	NZ_JBBJSS010000002.1	83839	85713	1875	Putative ATP-dependent RNA helicase	- none -	83839	85713	
fig|3132359.4.peg.1149	CDS	NZ_JBBJSS010000002.1	86269	85757	513	hypothetical protein	- none -	85757	86269	
fig|3132359.4.peg.1150	CDS	NZ_JBBJSS010000002.1	87601	86387	1215	Aspartokinase (EC 2.7.2.4)	Lysine Biosynthesis DAP Pathway, Lysine Biosynthesis DAP Pathway, GJO scratch, Threonine and Homoserine Biosynthesis	86387	87601	
fig|3132359.4.peg.1151	CDS	NZ_JBBJSS010000002.1	88835	87603	1233	N-acetylornithine aminotransferase (EC 2.6.1.11)	- none -	87603	88835	
fig|3132359.4.peg.1152	CDS	NZ_JBBJSS010000002.1	89761	88838	924	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)	- none -	88838	89761	
fig|3132359.4.peg.1153	CDS	NZ_JBBJSS010000002.1	90061	89837	225	hypothetical protein	- none -	89837	90061	
fig|3132359.4.peg.1154	CDS	NZ_JBBJSS010000002.1	90660	90121	540	hypothetical protein	- none -	90121	90660	
fig|3132359.4.peg.1155	CDS	NZ_JBBJSS010000002.1	91675	90776	900	Protein QmcA (possibly involved in integral membrane quality control)	- none -	90776	91675	
fig|3132359.4.peg.1156	CDS	NZ_JBBJSS010000002.1	92135	91704	432	hypothetical protein	- none -	91704	92135	
fig|3132359.4.peg.1157	CDS	NZ_JBBJSS010000002.1	93363	92407	957	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2	- none -	92407	93363	
fig|3132359.4.peg.1158	CDS	NZ_JBBJSS010000002.1	93541	94350	810	hypothetical protein	- none -	93541	94350	
fig|3132359.4.peg.1159	CDS	NZ_JBBJSS010000002.1	94443	96821	2379	hypothetical protein	- none -	94443	96821	
fig|3132359.4.peg.1160	CDS	NZ_JBBJSS010000002.1	97875	98945	1071	hypothetical protein	- none -	97875	98945	
fig|3132359.4.peg.1161	CDS	NZ_JBBJSS010000002.1	100461	99181	1281	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	- none -	99181	100461	
fig|3132359.4.peg.1162	CDS	NZ_JBBJSS010000002.1	100737	102536	1800	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	- none -	100737	102536	
fig|3132359.4.peg.1163	CDS	NZ_JBBJSS010000002.1	104381	105856	1476	UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)	- none -	104381	105856	
fig|3132359.4.peg.1164	CDS	NZ_JBBJSS010000002.1	106124	107995	1872	Lipoteichoic acid synthase LtaS Type IIIa	Polyglycerolphosphate lipoteichoic acid biosynthesis	106124	107995	
fig|3132359.4.peg.1165	CDS	NZ_JBBJSS010000002.1	108114	108692	579	hypothetical protein	- none -	108114	108692	
fig|3132359.4.peg.1166	CDS	NZ_JBBJSS010000002.1	108865	108749	117	hypothetical protein	- none -	108749	108865	
fig|3132359.4.peg.1167	CDS	NZ_JBBJSS010000002.1	109439	108858	582	hypothetical protein	- none -	108858	109439	
fig|3132359.4.peg.1168	CDS	NZ_JBBJSS010000002.1	111818	109521	2298	hypothetical protein	- none -	109521	111818	
fig|3132359.4.peg.1169	CDS	NZ_JBBJSS010000002.1	113044	111956	1089	Murein endolytic transglycosylase MltG	- none -	111956	113044	
fig|3132359.4.peg.1170	CDS	NZ_JBBJSS010000002.1	113445	113122	324	hypothetical protein	- none -	113122	113445	
fig|3132359.4.peg.1171	CDS	NZ_JBBJSS010000002.1	113622	114005	384	hypothetical protein	- none -	113622	114005	
fig|3132359.4.peg.1172	CDS	NZ_JBBJSS010000002.1	114323	114475	153	hypothetical protein	- none -	114323	114475	
fig|3132359.4.peg.1173	CDS	NZ_JBBJSS010000002.1	114671	114967	297	hypothetical protein	- none -	114671	114967	
fig|3132359.4.peg.1174	CDS	NZ_JBBJSS010000002.1	116329	114989	1341	Phosphoglucosamine mutase (EC 5.4.2.10)	Bacterial checkpoint-control-related cluster, UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	114989	116329	
fig|3132359.4.peg.1175	CDS	NZ_JBBJSS010000002.1	116617	117015	399	hypothetical protein	- none -	116617	117015	
fig|3132359.4.peg.1176	CDS	NZ_JBBJSS010000002.1	117069	119390	2322	Protein translocase subunit SecA	- none -	117069	119390	
fig|3132359.4.peg.1177	CDS	NZ_JBBJSS010000002.1	119442	120209	768	hypothetical protein	- none -	119442	120209	
fig|3132359.4.peg.1178	CDS	NZ_JBBJSS010000002.1	120528	120277	252	hypothetical protein	- none -	120277	120528	
fig|3132359.4.peg.1179	CDS	NZ_JBBJSS010000002.1	120670	120888	219	hypothetical protein	- none -	120670	120888	
fig|3132359.4.peg.1180	CDS	NZ_JBBJSS010000002.1	121385	120930	456	hypothetical protein	- none -	120930	121385	
fig|3132359.4.peg.1181	CDS	NZ_JBBJSS010000002.1	121910	121458	453	hypothetical protein	- none -	121458	121910	
fig|3132359.4.peg.1182	CDS	NZ_JBBJSS010000002.1	122040	122423	384	hypothetical protein	- none -	122040	122423	
fig|3132359.4.peg.1183	CDS	NZ_JBBJSS010000002.1	122536	123096	561	hypothetical protein	- none -	122536	123096	
fig|3132359.4.peg.1184	CDS	NZ_JBBJSS010000002.1	123116	123274	159	hypothetical protein	- none -	123116	123274	
fig|3132359.4.peg.1185	CDS	NZ_JBBJSS010000002.1	123654	123487	168	hypothetical protein	- none -	123487	123654	
fig|3132359.4.peg.1186	CDS	NZ_JBBJSS010000002.1	124004	123753	252	hypothetical protein	- none -	123753	124004	
fig|3132359.4.peg.1187	CDS	NZ_JBBJSS010000002.1	124340	124053	288	hypothetical protein	- none -	124053	124340	
fig|3132359.4.peg.1188	CDS	NZ_JBBJSS010000002.1	124476	125585	1110	hypothetical protein	- none -	124476	125585	
fig|3132359.4.peg.1189	CDS	NZ_JBBJSS010000002.1	125695	125925	231	Acyl carrier protein	Fatty Acid Biosynthesis FASII	125695	125925	
fig|3132359.4.peg.1190	CDS	NZ_JBBJSS010000002.1	126176	125958	219	hypothetical protein	- none -	125958	126176	
fig|3132359.4.peg.1191	CDS	NZ_JBBJSS010000002.1	127090	126350	741	Diadenylate cyclase spyDAC; Bacterial checkpoint controller DisA with nucleotide-binding domain	Bacterial checkpoint-control-related cluster, Bacterial checkpoint-control-related cluster	126350	127090	
fig|3132359.4.peg.1192	CDS	NZ_JBBJSS010000002.1	127332	127628	297	hypothetical protein	- none -	127332	127628	
fig|3132359.4.peg.1193	CDS	NZ_JBBJSS010000002.1	127745	127912	168	hypothetical protein	- none -	127745	127912	
fig|3132359.4.peg.1194	CDS	NZ_JBBJSS010000002.1	128045	129655	1611	hypothetical protein	- none -	128045	129655	
fig|3132359.4.peg.1195	CDS	NZ_JBBJSS010000002.1	130673	129672	1002	hypothetical protein	- none -	129672	130673	
fig|3132359.4.peg.1196	CDS	NZ_JBBJSS010000002.1	131086	130757	330	hypothetical protein	- none -	130757	131086	
fig|3132359.4.peg.1197	CDS	NZ_JBBJSS010000002.1	132216	131521	696	hypothetical protein	- none -	131521	132216	
fig|3132359.4.peg.1198	CDS	NZ_JBBJSS010000002.1	132287	133012	726	Serine/threonine protein phosphatase (EC 3.1.3.16)	- none -	132287	133012	
fig|3132359.4.peg.1199	CDS	NZ_JBBJSS010000002.1	133073	133357	285	hypothetical protein	- none -	133073	133357	
fig|3132359.4.peg.1200	CDS	NZ_JBBJSS010000002.1	134168	133410	759	RNA polymerase heat shock sigma factor SigI	Transcription initiation, bacterial sigma factors	133410	134168	
fig|3132359.4.peg.1201	CDS	NZ_JBBJSS010000002.1	134368	134973	606	Uncharacterized DedA family protein YkoX	- none -	134368	134973	
fig|3132359.4.peg.1202	CDS	NZ_JBBJSS010000002.1	135175	135543	369	hypothetical protein	- none -	135175	135543	
fig|3132359.4.peg.1203	CDS	NZ_JBBJSS010000002.1	135537	135650	114	hypothetical protein	- none -	135537	135650	
fig|3132359.4.peg.1204	CDS	NZ_JBBJSS010000002.1	135688	136278	591	hypothetical protein	- none -	135688	136278	
fig|3132359.4.peg.1205	CDS	NZ_JBBJSS010000002.1	136284	136979	696	hypothetical protein	- none -	136284	136979	
fig|3132359.4.peg.1206	CDS	NZ_JBBJSS010000002.1	137127	138344	1218	Ammonium transporter	Ammonia assimilation	137127	138344	
fig|3132359.4.peg.1207	CDS	NZ_JBBJSS010000002.1	138898	139308	411	hypothetical protein	- none -	138898	139308	
fig|3132359.4.peg.1208	CDS	NZ_JBBJSS010000002.1	139351	139743	393	hypothetical protein	- none -	139351	139743	
fig|3132359.4.peg.1209	CDS	NZ_JBBJSS010000002.1	139800	140003	204	hypothetical protein	- none -	139800	140003	
fig|3132359.4.peg.1210	CDS	NZ_JBBJSS010000002.1	140037	140603	567	hypothetical protein	- none -	140037	140603	
fig|3132359.4.peg.1211	CDS	NZ_JBBJSS010000002.1	141603	140764	840	NAD synthetase (EC 6.3.1.5)	NAD and NADP cofactor biosynthesis global	140764	141603	
fig|3132359.4.peg.1212	CDS	NZ_JBBJSS010000002.1	142270	141650	621	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	NAD and NADP cofactor biosynthesis global	141650	142270	
fig|3132359.4.peg.1213	CDS	NZ_JBBJSS010000002.1	143797	142319	1479	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	- none -	142319	143797	
fig|3132359.4.peg.1214	CDS	NZ_JBBJSS010000002.1	144451	143903	549	Nicotinamidase (EC 3.5.1.19)	NAD and NADP cofactor biosynthesis global, Niacin-Choline transport and metabolism	143903	144451	
fig|3132359.4.peg.1215	CDS	NZ_JBBJSS010000002.1	145306	144530	777	ADP-ribose pyrophosphatase (EC 3.6.1.13)	NAD and NADP cofactor biosynthesis global, Nudix proteins (nucleoside triphosphate hydrolases)	144530	145306	
fig|3132359.4.peg.1216	CDS	NZ_JBBJSS010000002.1	145591	146475	885	hypothetical protein	- none -	145591	146475	
fig|3132359.4.peg.1217	CDS	NZ_JBBJSS010000002.1	146561	147142	582	hypothetical protein	- none -	146561	147142	
fig|3132359.4.peg.1218	CDS	NZ_JBBJSS010000002.1	148818	147619	1200	hypothetical protein	- none -	147619	148818	
fig|3132359.4.peg.1219	CDS	NZ_JBBJSS010000002.1	149507	150427	921	HPr kinase/phosphorylase	- none -	149507	150427	
fig|3132359.4.peg.1220	CDS	NZ_JBBJSS010000002.1	150771	151112	342	hypothetical protein	- none -	150771	151112	
fig|3132359.4.peg.1221	CDS	NZ_JBBJSS010000002.1	151723	151139	585	hypothetical protein	- none -	151139	151723	
fig|3132359.4.peg.1222	CDS	NZ_JBBJSS010000002.1	151837	151953	117	hypothetical protein	- none -	151837	151953	
fig|3132359.4.peg.1223	CDS	NZ_JBBJSS010000002.1	152223	152495	273	hypothetical protein	- none -	152223	152495	
fig|3132359.4.peg.1224	CDS	NZ_JBBJSS010000002.1	152897	152511	387	hypothetical protein	- none -	152511	152897	
fig|3132359.4.peg.1225	CDS	NZ_JBBJSS010000002.1	153183	153548	366	hypothetical protein	- none -	153183	153548	
fig|3132359.4.peg.1226	CDS	NZ_JBBJSS010000002.1	154246	153788	459	hypothetical protein	- none -	153788	154246	
fig|3132359.4.peg.1227	CDS	NZ_JBBJSS010000002.1	154433	154302	132	hypothetical protein	- none -	154302	154433	
fig|3132359.4.peg.1228	CDS	NZ_JBBJSS010000002.1	154595	154879	285	Putative transcriptional regulator AbrB (ACLAME 609)	- none -	154595	154879	
fig|3132359.4.peg.1229	CDS	NZ_JBBJSS010000002.1	155134	155364	231	hypothetical protein	- none -	155134	155364	
fig|3132359.4.peg.1230	CDS	NZ_JBBJSS010000002.1	155564	156871	1308	hypothetical protein	- none -	155564	156871	
fig|3132359.4.peg.1231	CDS	NZ_JBBJSS010000002.1	156899	157357	459	hypothetical protein	- none -	156899	157357	
