Category	Subsystem	Role	Contig	Start	Stop
Carbohydrates	Serine-glyoxylate cycle	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	NZ_JBBJSQ010000001.1	485433	486620
Carbohydrates	Serine-glyoxylate cycle	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	NZ_JBBJSQ010000008.1	143170	144858
Carbohydrates	Serine-glyoxylate cycle	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	NZ_JBBJSQ010000009.1	125148	126689
Carbohydrates	Serine-glyoxylate cycle	Acetoacetyl-CoA reductase (EC 1.1.1.36)	NZ_JBBJSQ010000003.1	506960	506217
Carbohydrates	Serine-glyoxylate cycle	Methylmalonyl-CoA mutase (EC 5.4.99.2)	NZ_JBBJSQ010000006.1	252670	249428
Carbohydrates	Serine-glyoxylate cycle	polyhydroxyalkanoate synthesis repressor PhaR	NZ_JBBJSQ010000003.1	507641	507042
Carbohydrates	Serine-glyoxylate cycle	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	NZ_JBBJSQ010000005.1	151377	150187
Carbohydrates	One-carbon metabolism by tetrahydropterines	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	NZ_JBBJSQ010000008.1	143170	144858
Carbohydrates	One-carbon metabolism by tetrahydropterines	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	NZ_JBBJSQ010000008.1	263843	264697
Carbohydrates	One-carbon metabolism by tetrahydropterines	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	NZ_JBBJSQ010000008.1	263843	264697
Carbohydrates	One-carbon metabolism by tetrahydropterines	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	NZ_JBBJSQ010000003.1	445081	446919
Carbohydrates	One-carbon metabolism by tetrahydropterines	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	NZ_JBBJSQ010000001.1	851010	851912
Carbohydrates	One-carbon metabolism by tetrahydropterines	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	NZ_JBBJSQ010000001.1	389911	390477
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol kinase (EC 2.7.1.30)	NZ_JBBJSQ010000010.1	59758	61248
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	NZ_JBBJSQ010000014.1	44240	45052
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol uptake facilitator protein	NZ_JBBJSQ010000010.1	58863	59690
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	NZ_JBBJSQ010000010.1	61435	63114
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	NZ_JBBJSQ010000001.1	546121	547152
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)	NZ_JBBJSQ010000014.1	43308	44243
Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	NZ_JBBJSQ010000001.1	442337	443065
Carbohydrates	Inositol catabolism	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	NZ_JBBJSQ010000010.1	16304	17326
Carbohydrates	Inositol catabolism	Predicted transcriptional regulator of the myo-inositol catabolic operon	NZ_JBBJSQ010000001.1	1196948	1197949
Carbohydrates	Inositol catabolism	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	NZ_JBBJSQ010000001.1	1333187	1334194
Carbohydrates	Inositol catabolism	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	NZ_JBBJSQ010000001.1	1199255	1200436
Carbohydrates	Inositol catabolism	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	NZ_JBBJSQ010000001.1	1338169	1339050
Carbohydrates	Inositol catabolism	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	NZ_JBBJSQ010000001.1	1328983	1329738
Carbohydrates	Inositol catabolism	Inosose dehydratase (EC 4.2.1.44)	NZ_JBBJSQ010000001.1	1198302	1199123
Carbohydrates	Inositol catabolism	Major myo-inositol transporter IolT	NZ_JBBJSQ010000001.1	1325419	1326837
Carbohydrates	Inositol catabolism	Inositol transport system sugar-binding protein	NZ_JBBJSQ010000001.1	1193082	1196039
Carbohydrates	Inositol catabolism	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	NZ_JBBJSQ010000001.1	1327734	1328603
Carbohydrates	Alpha-acetolactate operon	Acetolactate synthase, catabolic (EC 2.2.1.6)	NZ_JBBJSQ010000002.1	175526	174285
Carbohydrates	Alpha-acetolactate operon	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	NZ_JBBJSQ010000002.1	174268	173555
Carbohydrates	Glycerate metabolism	D-glycerate transporter (predicted)	NZ_JBBJSQ010000007.1	8818	10086
Carbohydrates	Glycerate metabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	NZ_JBBJSQ010000002.1	69198	68314
Carbohydrates	Glycerate metabolism	Pyruvate kinase (EC 2.7.1.40)	NZ_JBBJSQ010000001.1	128102	129862
Carbohydrates	Glycerate metabolism	Hydroxypyruvate reductase (EC 1.1.1.81)	NZ_JBBJSQ010000006.1	48012	47023
Carbohydrates	Glycerate metabolism	Glycerate kinase (EC 2.7.1.31)	NZ_JBBJSQ010000007.1	10108	11244
