Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|1423.3417.peg.569	CDS	NZ_JBBJSP010000001.1	551811	550360	1452	Nutrient germinant receptor inner membrane subunit A (GerKA/GerAA/GerBA)	- none -	550360	551811	
fig|1423.3417.peg.570	CDS	NZ_JBBJSP010000001.1	551963	552079	117	hypothetical protein	- none -	551963	552079	
fig|1423.3417.peg.571	CDS	NZ_JBBJSP010000001.1	552076	553026	951	Mannose-6-phosphate isomerase (EC 5.3.1.8)	Mannose Metabolism	552076	553026	
fig|1423.3417.peg.572	CDS	NZ_JBBJSP010000001.1	553156	555798	2643	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96)	- none -	553156	555798	
fig|1423.3417.peg.573	CDS	NZ_JBBJSP010000001.1	557695	555836	1860	CDP-ribitol ribitolphosphotransferase (EC 2.7.8.14)	- none -	555836	557695	
fig|1423.3417.peg.574	CDS	NZ_JBBJSP010000001.1	558883	557714	1170	Putative ribitolphosphotransferase (EC 2.7.8.-)	- none -	557714	558883	
fig|1423.3417.peg.575	CDS	NZ_JBBJSP010000001.1	559912	558887	1026	Xylitol dehydrogenase	- none -	558887	559912	
fig|1423.3417.peg.576	CDS	NZ_JBBJSP010000001.1	560622	559909	714	Sugar-phosphate cytidylyltransferase	- none -	559909	560622	
fig|1423.3417.peg.577	CDS	NZ_JBBJSP010000001.1	561862	560711	1152	CDP-glycerol:glycerophosphate glycerophosphotransferase	- none -	560711	561862	
fig|1423.3417.peg.578	CDS	NZ_JBBJSP010000001.1	562731	561958	774	N-acetylmannosaminyltransferase (EC 2.4.1.187)	Teichoic and lipoteichoic acids biosynthesis	561958	562731	
fig|1423.3417.peg.579	CDS	NZ_JBBJSP010000001.1	563239	563628	390	Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)	Rhamnose containing glycans	563239	563628	
fig|1423.3417.peg.580	CDS	NZ_JBBJSP010000001.1	563727	564911	1185	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)	Teichoic and lipoteichoic acids biosynthesis	563727	564911	
fig|1423.3417.peg.581	CDS	NZ_JBBJSP010000001.1	564941	566284	1344	hypothetical protein	- none -	564941	566284	
fig|1423.3417.peg.582	CDS	NZ_JBBJSP010000001.1	566325	569009	2685	hypothetical protein	- none -	566325	569009	
fig|1423.3417.peg.583	CDS	NZ_JBBJSP010000001.1	569006	569785	780	Putative major teichoic acid biosynthesis protein C	Teichoic and lipoteichoic acids biosynthesis	569006	569785	
fig|1423.3417.peg.584	CDS	NZ_JBBJSP010000001.1	569807	571837	2031	hypothetical protein	- none -	569807	571837	
fig|1423.3417.peg.585	CDS	NZ_JBBJSP010000001.1	572055	572882	828	Teichoic acid translocation permease protein TagG	Teichoic and lipoteichoic acids biosynthesis	572055	572882	
fig|1423.3417.peg.586	CDS	NZ_JBBJSP010000001.1	572902	574485	1584	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)	Rhamnose containing glycans, Teichoic and lipoteichoic acids biosynthesis	572902	574485	
fig|1423.3417.peg.587	CDS	NZ_JBBJSP010000001.1	575408	574524	885	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	- none -	574524	575408	
fig|1423.3417.peg.588	CDS	NZ_JBBJSP010000001.1	575445	575564	120	hypothetical protein	- none -	575445	575564	
fig|1423.3417.peg.589	CDS	NZ_JBBJSP010000001.1	575743	577110	1368	hypothetical protein	- none -	575743	577110	
fig|1423.3417.peg.590	CDS	NZ_JBBJSP010000001.1	577145	578665	1521	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	Teichoic and lipoteichoic acids biosynthesis	577145	578665	
fig|1423.3417.peg.591	CDS	NZ_JBBJSP010000001.1	578747	580657	1911	Glycosyl transferase	- none -	578747	580657	
fig|1423.3417.peg.592	CDS	NZ_JBBJSP010000001.1	580680	581822	1143	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	CMP-N-acetylneuraminate Biosynthesis	580680	581822	
fig|1423.3417.peg.593	CDS	NZ_JBBJSP010000001.1	582783	581863	921	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2	- none -	581863	582783	
fig|1423.3417.peg.594	CDS	NZ_JBBJSP010000001.1	582996	583319	324	membrane bound lipoprotein	- none -	582996	583319	
fig|1423.3417.peg.595	CDS	NZ_JBBJSP010000001.1	583347	585500	2154	N-acetylmuramoyl-L-alanine amidase (major autolysin) (CWBP49)	- none -	583347	585500	
fig|1423.3417.peg.596	CDS	NZ_JBBJSP010000001.1	585588	587075	1488	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Murein Hydrolases, Recycling of Peptidoglycan Amino Acids	585588	587075	
fig|1423.3417.peg.597	CDS	NZ_JBBJSP010000001.1	587295	589199	1905	Beta-1,3-glucosyltransferase	- none -	587295	589199	
fig|1423.3417.peg.598	CDS	NZ_JBBJSP010000001.1	589434	590093	660	Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase; Teichuronic acid biosynthesis glycosyltransferase TuaA	Teichuronic acid biosynthesis, Teichuronic acid biosynthesis	589434	590093	
fig|1423.3417.peg.599	CDS	NZ_JBBJSP010000001.1	590149	591600	1452	Teichuronic acid biosynthesis protein TuaB	Teichuronic acid biosynthesis	590149	591600	
fig|1423.3417.peg.600	CDS	NZ_JBBJSP010000001.1	591597	592766	1170	Teichuronic acid biosynthesis glycosyl transferase TuaC	Teichuronic acid biosynthesis	591597	592766	
fig|1423.3417.peg.601	CDS	NZ_JBBJSP010000001.1	592819	594213	1395	UDP-glucose dehydrogenase in teichuronic acid synthesis TuaD (EC 1.1.1.22)	Teichuronic acid biosynthesis	592819	594213	
fig|1423.3417.peg.602	CDS	NZ_JBBJSP010000001.1	594298	595764	1467	Teichuronic acid biosynthesis protein TuaE, putative secreted polysaccharide polymerase	Teichuronic acid biosynthesis	594298	595764	
fig|1423.3417.peg.603	CDS	NZ_JBBJSP010000001.1	595793	596473	681	Teichuronic acid biosynthesis protein TuaF	Teichuronic acid biosynthesis	595793	596473	
fig|1423.3417.peg.604	CDS	NZ_JBBJSP010000001.1	596497	597255	759	Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase	Teichuronic acid biosynthesis	596497	597255	
fig|1423.3417.peg.605	CDS	NZ_JBBJSP010000001.1	597278	598477	1200	Putative teichuronic acid biosynthesis glycosyl transferase TuaH	Teichuronic acid biosynthesis	597278	598477	
fig|1423.3417.peg.606	CDS	NZ_JBBJSP010000001.1	598622	599698	1077	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33)	- none -	598622	599698	
fig|1423.3417.peg.607	CDS	NZ_JBBJSP010000001.1	600946	599771	1176	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2	- none -	599771	600946	
fig|1423.3417.peg.608	CDS	NZ_JBBJSP010000001.1	601599	600946	654	FIG000605: protein co-occurring with transport systems (COG1739)	- none -	600946	601599	
fig|1423.3417.peg.609	CDS	NZ_JBBJSP010000001.1	601816	602973	1158	Sensor protein DegS	- none -	601816	602973	
fig|1423.3417.peg.610	CDS	NZ_JBBJSP010000001.1	603056	603745	690	Two-component transcriptional response regulator DegU, LuxR family	- none -	603056	603745	
fig|1423.3417.peg.611	CDS	NZ_JBBJSP010000001.1	603843	604688	846	FIG005590: DegV family protein	- none -	603843	604688	
fig|1423.3417.peg.612	CDS	NZ_JBBJSP010000001.1	604794	606185	1392	ComF operon protein A, DNA transporter ATPase	- none -	604794	606185	
fig|1423.3417.peg.613	CDS	NZ_JBBJSP010000001.1	606505	607227	723	Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy	Biotin biosynthesis Experimental, CBSS-216591.1.peg.168	606505	607227	
fig|1423.3417.peg.614	CDS	NZ_JBBJSP010000001.1	607301	607720	420	Uncharacterized protein YvyF	- none -	607301	607720	
fig|1423.3417.peg.615	CDS	NZ_JBBJSP010000001.1	607801	608067	267	Negative regulator of flagellin synthesis FlgM (anti-sigma28)	- none -	607801	608067	
fig|1423.3417.peg.616	CDS	NZ_JBBJSP010000001.1	608083	608565	483	Flagellar biosynthesis protein FlgN	Flagellum	608083	608565	
fig|1423.3417.peg.617	CDS	NZ_JBBJSP010000001.1	608584	610107	1524	Flagellar hook-associated protein FlgK	Flagellum	608584	610107	
fig|1423.3417.peg.618	CDS	NZ_JBBJSP010000001.1	610118	611014	897	Flagellar hook-associated protein FlgL	Flagellum	610118	611014	
fig|1423.3417.peg.619	CDS	NZ_JBBJSP010000001.1	611061	611636	576	Uncharacterized protein YviE clustered with flagellar hook-associated proteins	- none -	611061	611636	
fig|1423.3417.peg.620	CDS	NZ_JBBJSP010000001.1	611657	612088	432	Flagellar assembly factor FliW	Carbon storage regulator	611657	612088	
fig|1423.3417.peg.621	CDS	NZ_JBBJSP010000001.1	612082	612306	225	Carbon storage regulator	Carbon Starvation, Carbon storage regulator	612082	612306	
fig|1423.3417.peg.622	CDS	NZ_JBBJSP010000001.1	612450	613271	822	Flagellin protein FlaA	Flagellum, Flagellum in Campylobacter	612450	613271	
fig|1423.3417.peg.623	CDS	NZ_JBBJSP010000001.1	613505	613834	330	Flagellar protein FlaG	- none -	613505	613834	
fig|1423.3417.peg.624	CDS	NZ_JBBJSP010000001.1	613852	615348	1497	Flagellar cap protein FliD	- none -	613852	615348	
fig|1423.3417.peg.625	CDS	NZ_JBBJSP010000001.1	615370	615771	402	Flagellar biosynthesis protein FliS	Flagellum	615370	615771	
fig|1423.3417.peg.626	CDS	NZ_JBBJSP010000001.1	615768	616109	342	Flagellar biosynthesis protein FliT	Flagellum	615768	616109	
fig|1423.3417.peg.627	CDS	NZ_JBBJSP010000001.1	616119	616496	378	FIG01236628: hypothetical protein	- none -	616119	616496	
fig|1423.3417.peg.628	CDS	NZ_JBBJSP010000001.1	616688	617257	570	Ribosome hibernation promoting factor Hpf	- none -	616688	617257	
fig|1423.3417.peg.629	CDS	NZ_JBBJSP010000001.1	617425	619950	2526	Protein translocase subunit SecA	- none -	617425	619950	
fig|1423.3417.peg.630	CDS	NZ_JBBJSP010000001.1	620138	621121	984	Peptide chain release factor 2 @ programmed frameshift-containing	Programmed frameshift, Programmed frameshift, Translation termination factors bacterial	620138	621121	
fig|1423.3417.peg.631	CDS	NZ_JBBJSP010000001.1	621288	622133	846	UPF0750 membrane protein YvjA	- none -	621288	622133	
fig|1423.3417.peg.632	CDS	NZ_JBBJSP010000001.1	622182	622520	339	Cytochrome c-551	- none -	622182	622520	
fig|1423.3417.peg.633	CDS	NZ_JBBJSP010000001.1	622754	623440	687	Cell-division-associated, ABC-transporter-like signaling protein FtsE	- none -	622754	623440	
fig|1423.3417.peg.634	CDS	NZ_JBBJSP010000001.1	623424	624323	900	Cell-division-associated, ABC-transporter-like signaling protein FtsX	- none -	623424	624323	
fig|1423.3417.peg.635	CDS	NZ_JBBJSP010000001.1	624463	625905	1443	Carboxyl-terminal protease (EC 3.4.21.102)	- none -	624463	625905	
fig|1423.3417.peg.636	CDS	NZ_JBBJSP010000001.1	626307	626642	336	Swarming motility protein SwrA	- none -	626307	626642	
fig|1423.3417.peg.637	CDS	NZ_JBBJSP010000001.1	626721	627914	1194	Cell division topological determinant MinJ	Bacillus subtilis scratch - gjo	626721	627914	
fig|1423.3417.peg.638	CDS	NZ_JBBJSP010000001.1	629296	627962	1335	Uncharacterized MFS-type transporter	- none -	627962	629296	
fig|1423.3417.peg.639	CDS	NZ_JBBJSP010000001.1	629896	629327	570	Transcriptional regulator, TetR family	- none -	629327	629896	
fig|1423.3417.peg.640	CDS	NZ_JBBJSP010000001.1	632467	629972	2496	Pyruvate-utilizing enzyme, similar to phosphoenolpyruvate synthase	- none -	629972	632467	
fig|1423.3417.peg.641	CDS	NZ_JBBJSP010000001.1	632789	632676	114	hypothetical protein	- none -	632676	632789	
fig|1423.3417.peg.642	CDS	NZ_JBBJSP010000001.1	632914	633144	231	Protein CsbA	- none -	632914	633144	
fig|1423.3417.peg.643	CDS	NZ_JBBJSP010000001.1	633330	635315	1986	Excinuclease ABC subunit B	DNA repair, UvrABC system	633330	635315	
fig|1423.3417.peg.644	CDS	NZ_JBBJSP010000001.1	635323	638196	2874	Excinuclease ABC subunit A	DNA repair, UvrABC system	635323	638196	
fig|1423.3417.peg.645	CDS	NZ_JBBJSP010000001.1	638535	639356	822	Flagellin protein FlaA	Flagellum, Flagellum in Campylobacter	638535	639356	
fig|1423.3417.peg.646	CDS	NZ_JBBJSP010000001.1	639785	639555	231	YvkN	- none -	639555	639785	
fig|1423.3417.peg.647	CDS	NZ_JBBJSP010000001.1	640003	640329	327	Uncharacterized membrane protein YvlA	- none -	640003	640329	
fig|1423.3417.peg.648	CDS	NZ_JBBJSP010000001.1	640354	641451	1098	Uncharacterized protein YvlB	- none -	640354	641451	
fig|1423.3417.peg.649	CDS	NZ_JBBJSP010000001.1	641456	641653	198	Uncharacterized membrane protein YvlC	- none -	641456	641653	
fig|1423.3417.peg.650	CDS	NZ_JBBJSP010000001.1	641655	642014	360	Uncharacterized membrane protein YvlD	- none -	641655	642014	
fig|1423.3417.peg.651	CDS	NZ_JBBJSP010000001.1	642215	646084	3870	hypothetical protein	- none -	642215	646084	
fig|1423.3417.peg.652	CDS	NZ_JBBJSP010000001.1	646835	646104	732	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	Chitin and N-acetylglucosamine utilization	646104	646835	
fig|1423.3417.peg.653	CDS	NZ_JBBJSP010000001.1	647581	646853	729	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	Chitin and N-acetylglucosamine utilization	646853	647581	
fig|1423.3417.peg.654	CDS	NZ_JBBJSP010000001.1	648768	647578	1191	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Chitin and N-acetylglucosamine utilization	647578	648768	
fig|1423.3417.peg.655	CDS	NZ_JBBJSP010000001.1	648950	649882	933	HPr kinase/phosphorylase	- none -	648950	649882	
fig|1423.3417.peg.656	CDS	NZ_JBBJSP010000001.1	649896	650705	810	Prolipoprotein diacylglyceryl transferase	- none -	649896	650705	
fig|1423.3417.peg.657	CDS	NZ_JBBJSP010000001.1	650729	651667	939	Nucleoside binding-domain containing protein YvoD	- none -	650729	651667	
fig|1423.3417.peg.658	CDS	NZ_JBBJSP010000001.1	651664	652314	651	Pyrophosphatase PpaX (EC 3.6.1.1)	Phosphate metabolism	651664	652314	
fig|1423.3417.peg.659	CDS	NZ_JBBJSP010000001.1	652318	652836	519	Putative acetyltransferase YvoF	- none -	652318	652836	
fig|1423.3417.peg.660	CDS	NZ_JBBJSP010000001.1	653521	652856	666	Type III effector HrpW, hairpin with pectate lyase domain	- none -	652856	653521	
fig|1423.3417.peg.661	CDS	NZ_JBBJSP010000001.1	654513	653761	753	Uncharacterized protein YvpB	- none -	653761	654513	
fig|1423.3417.peg.662	CDS	NZ_JBBJSP010000001.1	654764	655939	1176	ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)	Histidine Biosynthesis	654764	655939	
fig|1423.3417.peg.663	CDS	NZ_JBBJSP010000001.1	655932	656573	642	ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGs	- none -	655932	656573	
fig|1423.3417.peg.664	CDS	NZ_JBBJSP010000001.1	656570	657853	1284	Histidinol dehydrogenase (EC 1.1.1.23)	Histidine Biosynthesis	656570	657853	
fig|1423.3417.peg.665	CDS	NZ_JBBJSP010000001.1	657850	658434	585	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	Histidine Biosynthesis	657850	658434	
fig|1423.3417.peg.666	CDS	NZ_JBBJSP010000001.1	658435	659073	639	Imidazole glycerol phosphate synthase amidotransferase subunit HisH	- none -	658435	659073	
fig|1423.3417.peg.667	CDS	NZ_JBBJSP010000001.1	659070	659807	738	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more., Histidine Biosynthesis	659070	659807	
fig|1423.3417.peg.668	CDS	NZ_JBBJSP010000001.1	659804	660562	759	Imidazole glycerol phosphate synthase cyclase subunit	- none -	659804	660562	
fig|1423.3417.peg.669	CDS	NZ_JBBJSP010000001.1	660559	661188	630	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) / Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	Histidine Biosynthesis, Histidine Biosynthesis, Riboflavin synthesis cluster	660559	661188	
fig|1423.3417.peg.670	CDS	NZ_JBBJSP010000001.1	661434	662171	738	hypothetical protein	- none -	661434	662171	
fig|1423.3417.peg.671	CDS	NZ_JBBJSP010000001.1	662161	664065	1905	hypothetical protein	- none -	662161	664065	
fig|1423.3417.peg.672	CDS	NZ_JBBJSP010000001.1	664080	664439	360	FIG01248773: hypothetical protein	- none -	664080	664439	
fig|1423.3417.peg.673	CDS	NZ_JBBJSP010000001.1	664604	666373	1770	Multidrug resistance ABC transporter permease/ATP-binding protein BmrA	- none -	664604	666373	
fig|1423.3417.peg.674	CDS	NZ_JBBJSP010000001.1	666499	667953	1455	TPR repeat-containing protein YvcD	- none -	666499	667953	
fig|1423.3417.peg.675	CDS	NZ_JBBJSP010000001.1	668334	669743	1410	hypothetical protein	- none -	668334	669743	
fig|1423.3417.peg.676	CDS	NZ_JBBJSP010000001.1	669949	670899	951	Thioredoxin reductase (EC 1.8.1.9)	Thioredoxin-disulfide reductase, pyrimidine conversions	669949	670899	
fig|1423.3417.peg.677	CDS	NZ_JBBJSP010000001.1	671218	671694	477	Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	- none -	671218	671694	
fig|1423.3417.peg.678	CDS	NZ_JBBJSP010000001.1	671719	672606	888	RNase adapter protein RapZ	- none -	671719	672606	
fig|1423.3417.peg.679	CDS	NZ_JBBJSP010000001.1	672566	673561	996	FIG002813: LPPG:FO 2-phospho-L-lactate transferase like, CofD-like	- none -	672566	673561	
fig|1423.3417.peg.680	CDS	NZ_JBBJSP010000001.1	673584	674534	951	Sporulation transcription regulator WhiA	- none -	673584	674534	
fig|1423.3417.peg.681	CDS	NZ_JBBJSP010000001.1	674558	674815	258	Catabolite repression HPr-like protein Crh	HPr catabolite repression system	674558	674815	
fig|1423.3417.peg.682	CDS	NZ_JBBJSP010000001.1	674825	675580	756	N-hydroxyarylamine O-acetyltransferase (EC 2.3.1.118)	- none -	674825	675580	
fig|1423.3417.peg.683	CDS	NZ_JBBJSP010000001.1	675825	675616	210	FIG01240226: hypothetical protein	- none -	675616	675825	
fig|1423.3417.peg.684	CDS	NZ_JBBJSP010000001.1	675972	676685	714	ABC transporter-like sensor linked response regulator YvcP	- none -	675972	676685	
fig|1423.3417.peg.685	CDS	NZ_JBBJSP010000001.1	676679	677749	1071	ABC transporter-like sensor linked histidine kinase YvcQ	- none -	676679	677749	
fig|1423.3417.peg.686	CDS	NZ_JBBJSP010000001.1	677832	678611	780	ABC transporter-like sensor ATP-binding protein YvcR	- none -	677832	678611	
fig|1423.3417.peg.687	CDS	NZ_JBBJSP010000001.1	678586	680526	1941	ABC transporter-like sensor and permease protein YvcS	- none -	678586	680526	
fig|1423.3417.peg.688	CDS	NZ_JBBJSP010000001.1	681537	680563	975	Glyoxylate reductase (EC 1.1.1.79) @ Glyoxylate reductase (EC 1.1.1.26) @ Hydroxypyruvate reductase (EC 1.1.1.81)	Glycerate metabolism, Glycolate, glyoxylate interconversions, Glycolate, glyoxylate interconversions, Glycolate, glyoxylate interconversions	680563	681537	
fig|1423.3417.peg.689	CDS	NZ_JBBJSP010000001.1	681932	682516	585	Carbonic anhydrase, beta class (EC 4.2.1.1)	- none -	681932	682516	
fig|1423.3417.peg.690	CDS	NZ_JBBJSP010000001.1	682535	684127	1593	Sulfate permease	- none -	682535	684127	
fig|1423.3417.peg.691	CDS	NZ_JBBJSP010000001.1	684474	684154	321	MazG related NTP pyrophosphohydrolase	- none -	684154	684474	
fig|1423.3417.peg.692	CDS	NZ_JBBJSP010000001.1	684591	685166	576	Lysine decarboxylase family	- none -	684591	685166	
fig|1423.3417.peg.693	CDS	NZ_JBBJSP010000001.1	685371	686321	951	Maltose operon transcriptional repressor MalR, LacI family	- none -	685371	686321	
fig|1423.3417.peg.694	CDS	NZ_JBBJSP010000001.1	686437	688203	1767	Neopullulanase (EC 3.2.1.135)	- none -	686437	688203	
fig|1423.3417.peg.695	CDS	NZ_JBBJSP010000001.1	688299	689552	1254	Maltodextrin ABC transporter, substrate-binding protein MdxE	- none -	688299	689552	
fig|1423.3417.peg.696	CDS	NZ_JBBJSP010000001.1	689594	690901	1308	Maltodextrin ABC transporter, permease protein MdxF	- none -	689594	690901	
fig|1423.3417.peg.697	CDS	NZ_JBBJSP010000001.1	690902	691738	837	Maltodextrin ABC transporter, permease protein MdxG	- none -	690902	691738	
fig|1423.3417.peg.698	CDS	NZ_JBBJSP010000001.1	691743	692627	885	Maltodextrose utilization protein YvdJ	- none -	691743	692627	
fig|1423.3417.peg.699	CDS	NZ_JBBJSP010000001.1	692605	694878	2274	Maltose phosphorylase (EC 2.4.1.8)	- none -	692605	694878	
fig|1423.3417.peg.700	CDS	NZ_JBBJSP010000001.1	694871	696556	1686	Oligo-1,6-glucosidase (EC 3.2.1.10)	- none -	694871	696556	
fig|1423.3417.peg.701	CDS	NZ_JBBJSP010000001.1	696553	697227	675	Beta-phosphoglucomutase (EC 5.4.2.6)	- none -	696553	697227	
fig|1423.3417.peg.702	CDS	NZ_JBBJSP010000001.1	697883	697290	594	ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)	- none -	697290	697883	
fig|1423.3417.rna.5	RNA	NZ_JBBJSP010000001.1	698153	698228	76	tRNA-Arg-CCG	tRNAs	698153	698228	
fig|1423.3417.peg.703	CDS	NZ_JBBJSP010000001.1	699548	698586	963	Putative sporulation hydrolase CotR	- none -	698586	699548	
fig|1423.3417.peg.704	CDS	NZ_JBBJSP010000001.1	699738	700532	795	Uncharacterized protein YvdQ	- none -	699738	700532	
fig|1423.3417.peg.705	CDS	NZ_JBBJSP010000001.1	700888	700568	321	Quaternary ammonium compound-resistance protein SugE	- none -	700568	700888	
fig|1423.3417.peg.706	CDS	NZ_JBBJSP010000001.1	701223	700888	336	Quaternary ammonium compound-resistance protein SugE	- none -	700888	701223	
fig|1423.3417.peg.707	CDS	NZ_JBBJSP010000001.1	701889	701305	585	Uncharacterized transcriptional regulator YvdT, TetR family	- none -	701305	701889	
fig|1423.3417.peg.708	CDS	NZ_JBBJSP010000001.1	703546	701984	1563	Aspartate-proton symporter	- none -	701984	703546	
fig|1423.3417.peg.709	CDS	NZ_JBBJSP010000001.1	705203	703653	1551	2,6-beta-fructan 6-levanbiohydrolase (EC 3.2.1.64)	- none -	703653	705203	
fig|1423.3417.peg.710	CDS	NZ_JBBJSP010000001.1	706698	705280	1419	Levansucrase (EC 2.4.1.10)	- none -	705280	706698	
fig|1423.3417.peg.711	CDS	NZ_JBBJSP010000001.1	707378	707929	552	hypothetical protein	- none -	707378	707929	
fig|1423.3417.peg.712	CDS	NZ_JBBJSP010000001.1	708078	709433	1356	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	- none -	708078	709433	
fig|1423.3417.peg.713	CDS	NZ_JBBJSP010000001.1	709449	710132	684	Amino acid racemase RacX	- none -	709449	710132	
fig|1423.3417.peg.714	CDS	NZ_JBBJSP010000001.1	710263	710718	456	UPF0311 protein BSU34410	- none -	710263	710718	
fig|1423.3417.peg.715	CDS	NZ_JBBJSP010000001.1	710741	711226	486	Phenolic acid decarboxylase (EC 4.1.1.-)	CBSS-1352.1.peg.856	710741	711226	
fig|1423.3417.peg.716	CDS	NZ_JBBJSP010000001.1	712916	711447	1470	Carboxylesterase (EC 3.1.1.1)	- none -	711447	712916	
fig|1423.3417.peg.717	CDS	NZ_JBBJSP010000001.1	713449	712991	459	Slr, positive regulator of the extracellular matrix biosynthesis operon yqxM-sipW-tasA	Bacillus biofilm matrix protein component TasA and homologs	712991	713449	
fig|1423.3417.peg.718	CDS	NZ_JBBJSP010000001.1	713695	714399	705	Tyrosine-protein kinase transmembrane modulator EpsC	Exopolysaccharide Biosynthesis	713695	714399	
fig|1423.3417.peg.719	CDS	NZ_JBBJSP010000001.1	714405	715088	684	Tyrosine-protein kinase EpsD (EC 2.7.10.2)	Exopolysaccharide Biosynthesis	714405	715088	
fig|1423.3417.peg.720	CDS	NZ_JBBJSP010000001.1	715347	717143	1797	Probable polysaccharide biosynthesis protein EpsC	- none -	715347	717143	
fig|1423.3417.peg.721	CDS	NZ_JBBJSP010000001.1	717155	718300	1146	Glycosyltransferase	- none -	717155	718300	
fig|1423.3417.peg.722	CDS	NZ_JBBJSP010000001.1	718297	719133	837	hypothetical protein	- none -	718297	719133	
fig|1423.3417.peg.723	CDS	NZ_JBBJSP010000001.1	719126	720280	1155	Glycosyl transferase, group 1 family protein	Exopolysaccharide Biosynthesis	719126	720280	
fig|1423.3417.peg.724	CDS	NZ_JBBJSP010000001.1	720277	721380	1104	hypothetical protein	- none -	720277	721380	
fig|1423.3417.peg.725	CDS	NZ_JBBJSP010000001.1	721405	722439	1035	hypothetical protein	- none -	721405	722439	
fig|1423.3417.peg.726	CDS	NZ_JBBJSP010000001.1	722444	723520	1077	Polysaccharide pyruvyl transferase EpsI	- none -	722444	723520	
fig|1423.3417.peg.727	CDS	NZ_JBBJSP010000001.1	723517	724551	1035	hypothetical protein	- none -	723517	724551	
fig|1423.3417.peg.728	CDS	NZ_JBBJSP010000001.1	724548	726065	1518	Uncharacterized membrane protein EpsK	- none -	724548	726065	
fig|1423.3417.peg.729	CDS	NZ_JBBJSP010000001.1	726062	726670	609	Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	N-linked Glycosylation in Bacteria	726062	726670	
fig|1423.3417.peg.730	CDS	NZ_JBBJSP010000001.1	726667	727317	651	Acetyltransferase (EC 2.3.1.-)	- none -	726667	727317	
fig|1423.3417.peg.731	CDS	NZ_JBBJSP010000001.1	727322	728488	1167	4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	N-linked Glycosylation in Bacteria	727322	728488	
fig|1423.3417.peg.732	CDS	NZ_JBBJSP010000001.1	728467	729435	969	Polysaccharide pyruvyl transferase EpsO	- none -	728467	729435	
fig|1423.3417.peg.733	CDS	NZ_JBBJSP010000001.1	729663	729445	219	unknown	- none -	729445	729663	
fig|1423.3417.peg.734	CDS	NZ_JBBJSP010000001.1	729742	731052	1311	RNA polymerase sigma-54 factor RpoN	Flagellum, Transcription initiation, bacterial sigma factors	729742	731052	
fig|1423.3417.peg.735	CDS	NZ_JBBJSP010000001.1	732770	731079	1692	L-lactate permease	- none -	731079	732770	
fig|1423.3417.peg.736	CDS	NZ_JBBJSP010000001.1	732998	733720	723	Lactate-responsive regulator LutR, GntR family	- none -	732998	733720	
fig|1423.3417.peg.737	CDS	NZ_JBBJSP010000001.1	733756	733887	132	hypothetical protein	- none -	733756	733887	
fig|1423.3417.peg.738	CDS	NZ_JBBJSP010000001.1	733902	734894	993	Transcriptional regulator GanR, LacI family	- none -	733902	734894	
fig|1423.3417.peg.739	CDS	NZ_JBBJSP010000001.1	735035	736300	1266	Maltodextrin ABC transporter, substrate-binding protein MdxE	- none -	735035	736300	
fig|1423.3417.peg.740	CDS	NZ_JBBJSP010000001.1	736340	737596	1257	Maltodextrin ABC transporter, permease protein MdxF	- none -	736340	737596	
