Category	Subcategory	Subsystem	Role	Features
Carbohydrates	Di- and oligosaccharides	Lactose and Galactose Uptake and Utilization	UDP-glucose 4-epimerase (EC 5.1.3.2)	fig|1423.3417.peg.237
Carbohydrates	Di- and oligosaccharides	Lactose and Galactose Uptake and Utilization	Galactokinase (EC 2.7.1.6)	fig|1423.3417.peg.309
Carbohydrates	Di- and oligosaccharides	Lactose and Galactose Uptake and Utilization	Aldose 1-epimerase (EC 5.1.3.3)	fig|1423.3417.peg.1083
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	fig|1423.3417.peg.325
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Fructokinase (EC 2.7.1.4)	fig|1423.3417.peg.1810, fig|1423.3417.peg.1811, fig|1423.3417.peg.3578, fig|1423.3417.peg.3607
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose permease, major facilitator superfamily	fig|1423.3417.peg.1808
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose operon repressor ScrR, LacI family	fig|1423.3417.peg.1804
Carbohydrates	Fermentation	Butanol Biosynthesis	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|1423.3417.peg.1520, fig|1423.3417.peg.2430
Carbohydrates	Fermentation	Butanol Biosynthesis	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	fig|1423.3417.peg.1519
Carbohydrates	Fermentation	Butanol Biosynthesis	Alcohol dehydrogenase (EC 1.1.1.1)	fig|1423.3417.peg.1090, fig|1423.3417.peg.1846
Carbohydrates	Fermentation	Butanol Biosynthesis	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|1423.3417.peg.2011
Carbohydrates	Fermentation	Acetolactate synthase subunits	Acetolactate synthase small subunit (EC 2.2.1.6)	fig|1423.3417.peg.1985
Carbohydrates	Fermentation	Acetolactate synthase subunits	Acetolactate synthase large subunit (EC 2.2.1.6)	fig|1423.3417.peg.1986
Carbohydrates	Fermentation	Acetyl-CoA fermentation to Butyrate	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|1423.3417.peg.2011
Carbohydrates	Fermentation	Acetyl-CoA fermentation to Butyrate	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	fig|1423.3417.peg.1519
Carbohydrates	Fermentation	Acetyl-CoA fermentation to Butyrate	3-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	fig|1423.3417.peg.227
Carbohydrates	Fermentation	Acetyl-CoA fermentation to Butyrate	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|1423.3417.peg.1520, fig|1423.3417.peg.2430
Carbohydrates	Fermentation	Acetyl-CoA fermentation to Butyrate	Electron transfer flavoprotein, alpha subunit	fig|1423.3417.peg.2009
Carbohydrates	Fermentation	Acetyl-CoA fermentation to Butyrate	Electron transfer flavoprotein, beta subunit	fig|1423.3417.peg.2010
Carbohydrates	Fermentation	Acetoin, butanediol metabolism	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	fig|1423.3417.peg.3383
Carbohydrates	Fermentation	Acetoin, butanediol metabolism	Acetolactate synthase large subunit (EC 2.2.1.6)	fig|1423.3417.peg.1986
Carbohydrates	Fermentation	Acetoin, butanediol metabolism	Acetolactate synthase, catabolic (EC 2.2.1.6)	fig|1423.3417.peg.547
Carbohydrates	Fermentation	Acetoin, butanediol metabolism	Transcriptional regulator of alpha-acetolactate operon AlsR	fig|1423.3417.peg.546
Carbohydrates	Fermentation	Acetoin, butanediol metabolism	2,3-butanediol dehydrogenase, R-alcohol forming, (R)- and (S)-acetoin-specific (EC 1.1.1.4)	fig|1423.3417.peg.3570
Carbohydrates	Fermentation	Acetoin, butanediol metabolism	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	fig|1423.3417.peg.548
Carbohydrates	Fermentation	Acetoin, butanediol metabolism	Transcriptional activator of acetoin dehydrogenase operon AcoR	fig|1423.3417.peg.3382
Carbohydrates	Fermentation	Acetoin, butanediol metabolism	Acetolactate synthase small subunit (EC 2.2.1.6)	fig|1423.3417.peg.1985
Carbohydrates	Fermentation	Fermentations: Lactate	Phosphate acetyltransferase (EC 2.3.1.8)	fig|1423.3417.peg.362
Carbohydrates	Fermentation	Fermentations: Lactate	L-lactate dehydrogenase (EC 1.1.1.27)	fig|1423.3417.peg.3918
Carbohydrates	Fermentation	Fermentations: Lactate	Acetate kinase (EC 2.7.2.1)	fig|1423.3417.peg.2107
Carbohydrates	Carbohydrates - no subcategory	Carbon storage regulator	Carbon storage regulator	fig|1423.3417.peg.621
Carbohydrates	Carbohydrates - no subcategory	Carbon storage regulator	Flagellar assembly factor FliW	fig|1423.3417.peg.620
