Category	Subcategory	Subsystem	Role	Features
Carbohydrates	Monosaccharides	Mannose Metabolism	Phosphomannomutase (EC 5.4.2.8)	fig|1404.870.peg.2744
Carbohydrates	Monosaccharides	Mannose Metabolism	Mannose-6-phosphate isomerase (EC 5.3.1.8)	fig|1404.870.peg.519
Carbohydrates	Monosaccharides	Mannose Metabolism	D-mannose isomerase (EC 5.3.1.7)	fig|1404.870.peg.3739
Carbohydrates	Monosaccharides	D-galactarate, D-glucarate and D-glycerate catabolism	Glycerate kinase (EC 2.7.1.31)	fig|1404.870.peg.2338
Carbohydrates	Monosaccharides	D-galactarate, D-glucarate and D-glycerate catabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	fig|1404.870.peg.60, fig|1404.870.peg.539
Carbohydrates	Monosaccharides	D-galactarate, D-glucarate and D-glycerate catabolism	D-glycerate transporter (predicted)	fig|1404.870.peg.2339
Carbohydrates	Monosaccharides	D-galactarate, D-glucarate and D-glycerate catabolism	Sugar diacid utilization regulator SdaR	fig|1404.870.peg.2340
Carbohydrates	Monosaccharides	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	D-glycerate transporter (predicted)	fig|1404.870.peg.2339
Carbohydrates	Monosaccharides	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	fig|1404.870.peg.60, fig|1404.870.peg.539
Carbohydrates	Monosaccharides	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Sugar diacid utilization regulator SdaR	fig|1404.870.peg.2340
Carbohydrates	Monosaccharides	D-galactarate, D-glucarate and D-glycerate catabolism - gjo	Glycerate kinase (EC 2.7.1.31)	fig|1404.870.peg.2338
Carbohydrates	Monosaccharides	D-ribose utilization	Ribose operon repressor	fig|1404.870.peg.313
Carbohydrates	Monosaccharides	D-ribose utilization	Ribokinase (EC 2.7.1.15)	fig|1404.870.peg.314
Carbohydrates	Monosaccharides	Xylose utilization	Xylose isomerase (EC 5.3.1.5)	fig|1404.870.peg.1291
Carbohydrates	Monosaccharides	Xylose utilization	Xylose-responsive transcription regulator, ROK family	fig|1404.870.peg.1290
Carbohydrates	Monosaccharides	Xylose utilization	Xylulose kinase (EC 2.7.1.17)	fig|1404.870.peg.1292, fig|1404.870.peg.1493
Carbohydrates	Monosaccharides	Xylose utilization	D-xylose proton-symporter XylE	fig|1404.870.peg.1293
Carbohydrates	Monosaccharides	L-Arabinose utilization	Arabinose-proton symporter	fig|1404.870.peg.3699
Carbohydrates	Monosaccharides	L-Arabinose utilization	Ribulokinase (EC 2.7.1.16)	fig|1404.870.peg.3696
Carbohydrates	Monosaccharides	L-Arabinose utilization	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	fig|1404.870.peg.3697
Carbohydrates	Monosaccharides	L-Arabinose utilization	L-arabinose isomerase (EC 5.3.1.4)	fig|1404.870.peg.3698
Carbohydrates	Polysaccharides	Glycogen metabolism	Glycogen phosphorylase (EC 2.4.1.1)	fig|1404.870.peg.2352
Carbohydrates	Polysaccharides	Glycogen metabolism	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	fig|1404.870.peg.2348
Carbohydrates	Polysaccharides	Glycogen metabolism	Glycogen biosynthesis protein GlgD, glucose-1-phosphate adenylyltransferase family	fig|1404.870.peg.2350
Carbohydrates	Polysaccharides	Glycogen metabolism	Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	fig|1404.870.peg.2351
Carbohydrates	Polysaccharides	Glycogen metabolism	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	fig|1404.870.peg.2349
Carbohydrates	Sugar alcohols	Inositol catabolism	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	fig|1404.870.peg.5158
Carbohydrates	Sugar alcohols	Inositol catabolism	Predicted transcriptional regulator of the myo-inositol catabolic operon	fig|1404.870.peg.1247, fig|1404.870.peg.3771, fig|1404.870.peg.5153, fig|1404.870.peg.5161
Carbohydrates	Sugar alcohols	Inositol catabolism	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	fig|1404.870.peg.3766, fig|1404.870.peg.5157
Carbohydrates	Sugar alcohols	Inositol catabolism	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	fig|1404.870.peg.1249, fig|1404.870.peg.1577, fig|1404.870.peg.3769, fig|1404.870.peg.5411
Carbohydrates	Sugar alcohols	Inositol catabolism	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	fig|1404.870.peg.3770
Carbohydrates	Sugar alcohols	Inositol catabolism	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	fig|1404.870.peg.3763
Carbohydrates	Sugar alcohols	Inositol catabolism	Inosose dehydratase (EC 4.2.1.44)	fig|1404.870.peg.325, fig|1404.870.peg.1248, fig|1404.870.peg.3759, fig|1404.870.peg.5154
Carbohydrates	Sugar alcohols	Inositol catabolism	Major myo-inositol transporter IolT	fig|1404.870.peg.3760, fig|1404.870.peg.5409
Carbohydrates	Sugar alcohols	Inositol catabolism	Inositol transport system sugar-binding protein	fig|1404.870.peg.1245
Carbohydrates	Sugar alcohols	Inositol catabolism	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	fig|1404.870.peg.3762
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	fig|1404.870.peg.5509
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	fig|1404.870.peg.5107
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol uptake facilitator protein	fig|1404.870.peg.5109
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol kinase (EC 2.7.1.30)	fig|1404.870.peg.5108
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	fig|1404.870.peg.2914
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	fig|1404.870.peg.955, fig|1404.870.peg.2222, fig|1404.870.peg.2805, fig|1404.870.peg.5507
Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)	fig|1404.870.peg.5510
Carbohydrates	Organic acids	Glycerate metabolism	Hydroxypyruvate reductase (EC 1.1.1.81)	fig|1404.870.peg.4812
Carbohydrates	Organic acids	Glycerate metabolism	Glycerate kinase (EC 2.7.1.31)	fig|1404.870.peg.2338
Carbohydrates	Organic acids	Glycerate metabolism	D-glycerate transporter (predicted)	fig|1404.870.peg.2339
Carbohydrates	Organic acids	Glycerate metabolism	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	fig|1404.870.peg.60, fig|1404.870.peg.539
Carbohydrates	Organic acids	Glycerate metabolism	Pyruvate kinase (EC 2.7.1.40)	fig|1404.870.peg.2479
Carbohydrates	Organic acids	Propionate-CoA to Succinate Module	2-methylisocitrate dehydratase (EC 4.2.1.99)	fig|1404.870.peg.2107
Carbohydrates	Organic acids	Propionate-CoA to Succinate Module	2-methylcitrate synthase (EC 2.3.3.5)	fig|1404.870.peg.5544
Carbohydrates	Organic acids	Propionate-CoA to Succinate Module	Aconitate hydratase (EC 4.2.1.3)	fig|1404.870.peg.2107
Carbohydrates	Organic acids	Propionate-CoA to Succinate Module	Methylisocitrate lyase (EC 4.1.3.30)	fig|1404.870.peg.5541
Carbohydrates	Organic acids	Propionate-CoA to Succinate Module	2-methylcitrate dehydratase (EC 4.2.1.79)	fig|1404.870.peg.5542
Carbohydrates	Organic acids	Alpha-acetolactate operon	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	fig|1404.870.peg.176
Carbohydrates	Organic acids	Alpha-acetolactate operon	Acetolactate synthase, catabolic (EC 2.2.1.6)	fig|1404.870.peg.177
Carbohydrates	Organic acids	Methylcitrate cycle	2-methylcitrate dehydratase (EC 4.2.1.79)	fig|1404.870.peg.5542
Carbohydrates	Organic acids	Methylcitrate cycle	Methylisocitrate lyase (EC 4.1.3.30)	fig|1404.870.peg.5541
Carbohydrates	Organic acids	Methylcitrate cycle	2-methylcitrate synthase (EC 2.3.3.5)	fig|1404.870.peg.5544
Carbohydrates	Organic acids	Methylcitrate cycle	2-methylisocitrate dehydratase (EC 4.2.1.99)	fig|1404.870.peg.2107
