Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|1404.870.peg.369	CDS	NZ_JBBJSO010000001.1	379062	380390	1329	Cytosine deaminase (EC 3.5.4.1)	Creatine and Creatinine Degradation, pyrimidine conversions	379062	380390	
fig|1404.870.peg.370	CDS	NZ_JBBJSO010000001.1	380635	380438	198	Cold shock protein of CSP family	- none -	380438	380635	
fig|1404.870.peg.371	CDS	NZ_JBBJSO010000001.1	381059	381691	633	Rrf2-linked NADH-flavin reductase	- none -	381059	381691	
fig|1404.870.peg.372	CDS	NZ_JBBJSO010000001.1	381863	382849	987	Uncharacterized oxidoreductase YgjR	- none -	381863	382849	
fig|1404.870.peg.373	CDS	NZ_JBBJSO010000001.1	383005	383127	123	hypothetical protein	- none -	383005	383127	
fig|1404.870.peg.374	CDS	NZ_JBBJSO010000001.1	383559	384101	543	Alkyl hydroperoxide reductase subunit C-like protein	Oxidative stress, Thioredoxin-disulfide reductase	383559	384101	
fig|1404.870.peg.375	CDS	NZ_JBBJSO010000001.1	384219	384662	444	Thiol-disulfide oxidoreductase YkuV	- none -	384219	384662	
fig|1404.870.peg.376	CDS	NZ_JBBJSO010000001.1	385113	385724	612	hypothetical protein	- none -	385113	385724	
fig|1404.870.peg.377	CDS	NZ_JBBJSO010000001.1	385717	385863	147	Uncharacterized protein Bsu3320.5	- none -	385717	385863	
fig|1404.870.peg.378	CDS	NZ_JBBJSO010000001.1	385868	386095	228	hypothetical protein	- none -	385868	386095	
fig|1404.870.peg.379	CDS	NZ_JBBJSO010000001.1	386428	388002	1575	hypothetical protein	- none -	386428	388002	
fig|1404.870.peg.380	CDS	NZ_JBBJSO010000001.1	388204	388031	174	Twin-arginine translocation protein TatAy	- none -	388031	388204	
fig|1404.870.peg.381	CDS	NZ_JBBJSO010000001.1	388592	388278	315	small multidrug resistance family (SMR) protein	- none -	388278	388592	
fig|1404.870.peg.382	CDS	NZ_JBBJSO010000001.1	388935	388594	342	small multidrug resistance family (SMR) protein	- none -	388594	388935	
fig|1404.870.peg.383	CDS	NZ_JBBJSO010000001.1	389568	388978	591	Transcriptional regulator, AcrR family	- none -	388978	389568	
fig|1404.870.peg.384	CDS	NZ_JBBJSO010000001.1	390306	389653	654	hypothetical protein	- none -	389653	390306	
fig|1404.870.peg.385	CDS	NZ_JBBJSO010000001.1	391215	392396	1182	Poly-gamma-glutamate synthase subunit PgsB/CapB (EC 6.3.2.-)	Poly-gamma-glutamate biosynthesis	391215	392396	
fig|1404.870.peg.386	CDS	NZ_JBBJSO010000001.1	392413	392862	450	Poly-gamma-glutamate synthase subunit PgsC/CapC (EC 6.3.2.-)	Poly-gamma-glutamate biosynthesis	392413	392862	
fig|1404.870.peg.387	CDS	NZ_JBBJSO010000001.1	392903	394099	1197	Poly-gamma-glutamate synthase subunit PgsA/CapA (EC 6.3.2.-)	Poly-gamma-glutamate biosynthesis	392903	394099	
fig|1404.870.peg.388	CDS	NZ_JBBJSO010000001.1	394129	395691	1563	Gamma-glutamyltranspeptidase PgsD/CapD (EC 2.3.2.2), catalyses PGA anchorage to peptidoglycan	Poly-gamma-glutamate biosynthesis	394129	395691	
fig|1404.870.peg.389	CDS	NZ_JBBJSO010000001.1	395712	395915	204	hypothetical protein	- none -	395712	395915	
fig|1404.870.peg.390	CDS	NZ_JBBJSO010000001.1	396039	397601	1563	Gamma-glutamyltranspeptidase PgsD/CapD (EC 2.3.2.2), catalyses PGA anchorage to peptidoglycan	Poly-gamma-glutamate biosynthesis	396039	397601	
fig|1404.870.peg.391	CDS	NZ_JBBJSO010000001.1	398077	397628	450	hypothetical protein	- none -	397628	398077	
fig|1404.870.peg.392	CDS	NZ_JBBJSO010000001.1	398226	398393	168	hypothetical protein	- none -	398226	398393	
fig|1404.870.peg.393	CDS	NZ_JBBJSO010000001.1	398586	399059	474	hypothetical protein	- none -	398586	399059	
fig|1404.870.peg.394	CDS	NZ_JBBJSO010000001.1	399190	399849	660	hypothetical protein	- none -	399190	399849	
fig|1404.870.peg.395	CDS	NZ_JBBJSO010000001.1	400062	399880	183	Stress response protein CsbD	- none -	399880	400062	
fig|1404.870.peg.396	CDS	NZ_JBBJSO010000001.1	400697	400203	495	MutT/Nudix family protein	- none -	400203	400697	
fig|1404.870.peg.397	CDS	NZ_JBBJSO010000001.1	402336	400786	1551	UPF0748 protein YngK	- none -	400786	402336	
fig|1404.870.peg.398	CDS	NZ_JBBJSO010000001.1	402552	403406	855	Sialic acid utilization regulator, RpiR family	- none -	402552	403406	
fig|1404.870.peg.399	CDS	NZ_JBBJSO010000001.1	403421	403726	306	PTS system, IIB component	- none -	403421	403726	
fig|1404.870.peg.400	CDS	NZ_JBBJSO010000001.1	403809	405110	1302	PTS system, IIC component	- none -	403809	405110	
fig|1404.870.peg.401	CDS	NZ_JBBJSO010000001.1	405165	405431	267	hypothetical protein	- none -	405165	405431	
fig|1404.870.peg.402	CDS	NZ_JBBJSO010000001.1	405448	406764	1317	6-phospho-beta-glucosidase (EC 3.2.1.86)	- none -	405448	406764	
fig|1404.870.peg.403	CDS	NZ_JBBJSO010000001.1	406766	407911	1146	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170)	- none -	406766	407911	
fig|1404.870.peg.404	CDS	NZ_JBBJSO010000001.1	407929	408264	336	PTS system, IIA component	- none -	407929	408264	
fig|1404.870.peg.405	CDS	NZ_JBBJSO010000001.1	408261	409349	1089	Outer surface protein of unknown function, cellobiose operon	- none -	408261	409349	
fig|1404.870.peg.406	CDS	NZ_JBBJSO010000001.1	409354	410247	894	Kinase similar to eukaryotic-like N-acetylglucosamine kinase	- none -	409354	410247	
fig|1404.870.peg.407	CDS	NZ_JBBJSO010000001.1	410283	411197	915	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)	- none -	410283	411197	
fig|1404.870.peg.408	CDS	NZ_JBBJSO010000001.1	411357	413384	2028	Putative transcriptional antiterminator, BglG family / PTS system, IIA component	- none -	411357	413384	
fig|1404.870.peg.409	CDS	NZ_JBBJSO010000001.1	413400	413675	276	PTS system, IIB component	- none -	413400	413675	
fig|1404.870.peg.410	CDS	NZ_JBBJSO010000001.1	413679	414941	1263	PTS system, IIC component, UlaA-type	- none -	413679	414941	
fig|1404.870.peg.411	CDS	NZ_JBBJSO010000001.1	415010	415768	759	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	- none -	415010	415768	
fig|1404.870.peg.412	CDS	NZ_JBBJSO010000001.1	415901	416491	591	hypothetical protein	- none -	415901	416491	
fig|1404.870.peg.413	CDS	NZ_JBBJSO010000001.1	416574	417242	669	Ribose-5-phosphate isomerase A (EC 5.3.1.6)	- none -	416574	417242	
fig|1404.870.peg.414	CDS	NZ_JBBJSO010000001.1	417868	417275	594	Antibiotic biosynthesis monooxygenase	CBSS-1085.1.peg.1363	417275	417868	
fig|1404.870.peg.415	CDS	NZ_JBBJSO010000001.1	418005	419936	1932	hypothetical protein	- none -	418005	419936	
fig|1404.870.peg.416	CDS	NZ_JBBJSO010000001.1	421060	419996	1065	L,D-transpeptidase	- none -	419996	421060	
fig|1404.870.peg.417	CDS	NZ_JBBJSO010000001.1	422299	421625	675	SAM-dependent methyltransferase	- none -	421625	422299	
fig|1404.870.peg.418	CDS	NZ_JBBJSO010000001.1	422429	423298	870	hypothetical protein	- none -	422429	423298	
fig|1404.870.peg.419	CDS	NZ_JBBJSO010000001.1	423331	423684	354	hypothetical protein	- none -	423331	423684	
fig|1404.870.peg.420	CDS	NZ_JBBJSO010000001.1	424949	424017	933	myo-inositol operon protein IolS	- none -	424017	424949	
fig|1404.870.peg.421	CDS	NZ_JBBJSO010000001.1	425847	425134	714	hypothetical protein	- none -	425134	425847	
fig|1404.870.peg.422	CDS	NZ_JBBJSO010000001.1	426706	425996	711	hypothetical protein	- none -	425996	426706	
fig|1404.870.peg.423	CDS	NZ_JBBJSO010000001.1	426910	428109	1200	Amidase	- none -	426910	428109	
fig|1404.870.peg.424	CDS	NZ_JBBJSO010000001.1	428106	428990	885	fumarylacetoacetate (FAA) hydrolase	- none -	428106	428990	
fig|1404.870.peg.425	CDS	NZ_JBBJSO010000001.1	430045	429029	1017	hypothetical protein	- none -	429029	430045	
fig|1404.870.peg.426	CDS	NZ_JBBJSO010000001.1	430286	431266	981	UDP-glucose 4-epimerase (EC 5.1.3.2)	Lactose and Galactose Uptake and Utilization, N-linked Glycosylation in Bacteria	430286	431266	
fig|1404.870.peg.427	CDS	NZ_JBBJSO010000001.1	431427	431311	117	hypothetical protein	- none -	431311	431427	
fig|1404.870.peg.428	CDS	NZ_JBBJSO010000001.1	431496	431678	183	hypothetical protein	- none -	431496	431678	
fig|1404.870.peg.429	CDS	NZ_JBBJSO010000001.1	431884	432273	390	Putative peptidase	- none -	431884	432273	
fig|1404.870.peg.430	CDS	NZ_JBBJSO010000001.1	432532	433212	681	hypothetical protein	- none -	432532	433212	
fig|1404.870.peg.431	CDS	NZ_JBBJSO010000001.1	433215	434831	1617	hypothetical protein	- none -	433215	434831	
fig|1404.870.peg.432	CDS	NZ_JBBJSO010000001.1	434832	435194	363	hypothetical protein	- none -	434832	435194	
fig|1404.870.peg.433	CDS	NZ_JBBJSO010000001.1	435301	435987	687	hypothetical protein	- none -	435301	435987	
fig|1404.870.peg.434	CDS	NZ_JBBJSO010000001.1	436155	436841	687	hypothetical protein	- none -	436155	436841	
fig|1404.870.peg.435	CDS	NZ_JBBJSO010000001.1	436934	437632	699	hypothetical protein	- none -	436934	437632	
fig|1404.870.peg.436	CDS	NZ_JBBJSO010000001.1	437629	438315	687	hypothetical protein	- none -	437629	438315	
fig|1404.870.peg.437	CDS	NZ_JBBJSO010000001.1	438567	439244	678	hypothetical protein	- none -	438567	439244	
fig|1404.870.peg.438	CDS	NZ_JBBJSO010000001.1	439281	439373	93	hypothetical protein	- none -	439281	439373	
fig|1404.870.peg.439	CDS	NZ_JBBJSO010000001.1	439911	440684	774	hypothetical protein	- none -	439911	440684	
fig|1404.870.peg.440	CDS	NZ_JBBJSO010000001.1	440909	442882	1974	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	Bacterial hemoglobins	440909	442882	
fig|1404.870.peg.441	CDS	NZ_JBBJSO010000001.1	443220	442906	315	Transcriptional regulator YodB, HxlR family	- none -	442906	443220	
fig|1404.870.peg.442	CDS	NZ_JBBJSO010000001.1	443510	444361	852	Glucose:proton symporter GlcU	- none -	443510	444361	
fig|1404.870.peg.443	CDS	NZ_JBBJSO010000001.1	444424	445209	786	Glucose 1-dehydrogenase (EC 1.1.1.47)	D-gluconate and ketogluconates metabolism	444424	445209	
fig|1404.870.peg.444	CDS	NZ_JBBJSO010000001.1	446331	445369	963	Uncharacterized sodium-dependent transporter YocS	- none -	445369	446331	
fig|1404.870.peg.445	CDS	NZ_JBBJSO010000001.1	446533	446733	201	hypothetical protein	- none -	446533	446733	
fig|1404.870.peg.446	CDS	NZ_JBBJSO010000001.1	446730	448193	1464	Uncharacterized symporter YhjB	- none -	446730	448193	
fig|1404.870.peg.447	CDS	NZ_JBBJSO010000001.1	448279	448452	174	hypothetical protein	- none -	448279	448452	
fig|1404.870.peg.448	CDS	NZ_JBBJSO010000001.1	448797	448546	252	hypothetical protein	- none -	448546	448797	
fig|1404.870.peg.449	CDS	NZ_JBBJSO010000001.1	449013	450320	1308	Two-component sensor histidine kinase, controlling glutamine utilization	- none -	449013	450320	
fig|1404.870.peg.450	CDS	NZ_JBBJSO010000001.1	450322	451245	924	Two-component response regulator, controlling glutamine utilization	- none -	450322	451245	
fig|1404.870.peg.451	CDS	NZ_JBBJSO010000001.1	451462	452733	1272	Proton/glutamate symporter @ Sodium/glutamate symporter	- none -	451462	452733	
fig|1404.870.peg.452	CDS	NZ_JBBJSO010000001.1	452843	452959	117	hypothetical protein	- none -	452843	452959	
fig|1404.870.peg.453	CDS	NZ_JBBJSO010000001.1	453071	453250	180	hypothetical protein	- none -	453071	453250	
fig|1404.870.peg.454	CDS	NZ_JBBJSO010000001.1	453395	453532	138	hypothetical protein	- none -	453395	453532	
fig|1404.870.peg.455	CDS	NZ_JBBJSO010000001.1	453763	454227	465	cell wall lytic activity	- none -	453763	454227	
fig|1404.870.peg.456	CDS	NZ_JBBJSO010000001.1	454423	455298	876	N-acetylmuramoyl-L-alanine amidase	- none -	454423	455298	
fig|1404.870.peg.457	CDS	NZ_JBBJSO010000001.1	455516	459328	3813	cell wall-associated protease precursor	- none -	455516	459328	
fig|1404.870.peg.458	CDS	NZ_JBBJSO010000001.1	459512	460354	843	Uncharacterized oxidoreductase YtbE	- none -	459512	460354	
fig|1404.870.peg.459	CDS	NZ_JBBJSO010000001.1	460824	460991	168	hypothetical protein	- none -	460824	460991	
fig|1404.870.peg.460	CDS	NZ_JBBJSO010000001.1	461041	461244	204	hypothetical protein	- none -	461041	461244	
fig|1404.870.peg.461	CDS	NZ_JBBJSO010000001.1	463128	461773	1356	putative anion permease	- none -	461773	463128	
fig|1404.870.peg.462	CDS	NZ_JBBJSO010000001.1	463344	463556	213	hypothetical protein	- none -	463344	463556	
fig|1404.870.peg.463	CDS	NZ_JBBJSO010000001.1	464668	463559	1110	N-acylamino acid racemase @ O-succinylbenzoate synthase (EC 4.2.1.113)	Menaquinone and Phylloquinone Biosynthesis, Menaquinone and Phylloquinone Biosynthesis -- gjo, Muconate lactonizing enzyme family, Muconate lactonizing enzyme family	463559	464668	
fig|1404.870.peg.464	CDS	NZ_JBBJSO010000001.1	465492	464665	828	hypothetical protein	- none -	464665	465492	
fig|1404.870.peg.465	CDS	NZ_JBBJSO010000001.1	466324	465518	807	Transcriptional regulator, RpiR family	- none -	465518	466324	
fig|1404.870.peg.466	CDS	NZ_JBBJSO010000001.1	466515	467885	1371	hypothetical protein	- none -	466515	467885	
fig|1404.870.peg.467	CDS	NZ_JBBJSO010000001.1	467959	469275	1317	Pyridoxal phosphate-dependent aminotransferase	- none -	467959	469275	
fig|1404.870.peg.468	CDS	NZ_JBBJSO010000001.1	469339	470748	1410	sodium-solute symporter, putative	- none -	469339	470748	
fig|1404.870.peg.469	CDS	NZ_JBBJSO010000001.1	470859	471323	465	hypothetical protein	- none -	470859	471323	
fig|1404.870.peg.470	CDS	NZ_JBBJSO010000001.1	471423	472760	1338	Uncharacterized MFS-type transporter	- none -	471423	472760	
fig|1404.870.peg.471	CDS	NZ_JBBJSO010000001.1	473081	476110	3030	hypothetical protein	- none -	473081	476110	
fig|1404.870.peg.472	CDS	NZ_JBBJSO010000001.1	476322	476495	174	hypothetical protein	- none -	476322	476495	
fig|1404.870.peg.473	CDS	NZ_JBBJSO010000001.1	476601	476864	264	Transcriptional repressor SdpR	- none -	476601	476864	
fig|1404.870.peg.474	CDS	NZ_JBBJSO010000001.1	476865	477503	639	Immunity protein SdpI	- none -	476865	477503	
fig|1404.870.peg.475	CDS	NZ_JBBJSO010000001.1	478643	477651	993	hypothetical protein	- none -	477651	478643	
fig|1404.870.peg.476	CDS	NZ_JBBJSO010000001.1	479312	478842	471	Cupin 2, conserved barrel domain protein	- none -	478842	479312	
fig|1404.870.peg.477	CDS	NZ_JBBJSO010000001.1	479559	479777	219	hypothetical protein	- none -	479559	479777	
fig|1404.870.peg.478	CDS	NZ_JBBJSO010000001.1	479774	480034	261	hypothetical protein	- none -	479774	480034	
fig|1404.870.peg.479	CDS	NZ_JBBJSO010000001.1	480315	482846	2532	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	Bacterial hemoglobins	480315	482846	
fig|1404.870.peg.480	CDS	NZ_JBBJSO010000001.1	482904	483548	645	GTP cyclohydrolase I (EC 3.5.4.16) type 1	Folate Biosynthesis, Folate biosynthesis cluster	482904	483548	
fig|1404.870.peg.481	CDS	NZ_JBBJSO010000001.1	483597	484523	927	Thioredoxin reductase (EC 1.8.1.9)	Thioredoxin-disulfide reductase, pyrimidine conversions	483597	484523	
fig|1404.870.peg.482	CDS	NZ_JBBJSO010000001.1	484841	484563	279	hypothetical protein	- none -	484563	484841	
fig|1404.870.peg.483	CDS	NZ_JBBJSO010000001.1	485012	487492	2481	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	Bacterial hemoglobins	485012	487492	
fig|1404.870.peg.484	CDS	NZ_JBBJSO010000001.1	487760	490081	2322	hypothetical protein	- none -	487760	490081	
fig|1404.870.peg.485	CDS	NZ_JBBJSO010000001.1	490985	490173	813	Flagellin protein FlaA	Flagellum, Flagellum in Campylobacter	490173	490985	
fig|1404.870.peg.486	CDS	NZ_JBBJSO010000001.1	491856	491215	642	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	Omega peptidases (EC 3.4.19.-)	491215	491856	
fig|1404.870.peg.487	CDS	NZ_JBBJSO010000001.1	492836	491871	966	FIG001614: Membrane protein	CBSS-521098.4.peg.1460	491871	492836	
fig|1404.870.peg.488	CDS	NZ_JBBJSO010000001.1	493541	492837	705	FIG015373: Membrane protein	CBSS-521098.4.peg.1460	492837	493541	
fig|1404.870.peg.489	CDS	NZ_JBBJSO010000001.1	493965	494822	858	hypothetical protein	- none -	493965	494822	
fig|1404.870.peg.490	CDS	NZ_JBBJSO010000001.1	494887	496332	1446	hypothetical protein	- none -	494887	496332	
fig|1404.870.peg.491	CDS	NZ_JBBJSO010000001.1	496994	496437	558	hypothetical protein	- none -	496437	496994	
fig|1404.870.peg.492	CDS	NZ_JBBJSO010000001.1	497227	498018	792	Histidinol-phosphatase (EC 3.1.3.15)	Histidine Biosynthesis	497227	498018	
fig|1404.870.peg.493	CDS	NZ_JBBJSO010000001.1	498264	498142	123	hypothetical protein	- none -	498142	498264	
fig|1404.870.peg.494	CDS	NZ_JBBJSO010000001.1	498822	498472	351	hypothetical protein	- none -	498472	498822	
fig|1404.870.peg.495	CDS	NZ_JBBJSO010000001.1	499192	500904	1713	Methyl-accepting chemotaxis sensor/transducer protein	- none -	499192	500904	
fig|1404.870.peg.496	CDS	NZ_JBBJSO010000001.1	501143	503134	1992	hypothetical protein	- none -	501143	503134	
fig|1404.870.peg.497	CDS	NZ_JBBJSO010000001.1	503134	503580	447	PTS system, IIA component	- none -	503134	503580	
fig|1404.870.peg.498	CDS	NZ_JBBJSO010000001.1	503600	503917	318	PTS system, IIB component	- none -	503600	503917	
fig|1404.870.peg.499	CDS	NZ_JBBJSO010000001.1	503940	505016	1077	hypothetical protein	- none -	503940	505016	
fig|1404.870.peg.500	CDS	NZ_JBBJSO010000001.1	505109	506389	1281	hypothetical protein	- none -	505109	506389	
fig|1404.870.peg.501	CDS	NZ_JBBJSO010000001.1	506612	508654	2043	hypothetical protein	- none -	506612	508654	
fig|1404.870.peg.502	CDS	NZ_JBBJSO010000001.1	509167	508709	459	hypothetical protein	- none -	508709	509167	
fig|1404.870.peg.503	CDS	NZ_JBBJSO010000001.1	509710	510477	768	Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)	Exopolysaccharide Biosynthesis	509710	510477	
fig|1404.870.peg.504	CDS	NZ_JBBJSO010000001.1	510789	511685	897	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	- none -	510789	511685	
fig|1404.870.peg.505	CDS	NZ_JBBJSO010000001.1	511699	512391	693	Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)	Exopolysaccharide Biosynthesis	511699	512391	
fig|1404.870.peg.506	CDS	NZ_JBBJSO010000001.1	512416	513357	942	GDP-L-fucose synthetase (EC 1.1.1.271)	- none -	512416	513357	
fig|1404.870.peg.507	CDS	NZ_JBBJSO010000001.1	513423	514502	1080	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	- none -	513423	514502	
fig|1404.870.peg.508	CDS	NZ_JBBJSO010000001.1	514735	515991	1257	Glycosyltransferase	- none -	514735	515991	
fig|1404.870.peg.509	CDS	NZ_JBBJSO010000001.1	516088	516558	471	hypothetical protein	- none -	516088	516558	
fig|1404.870.peg.510	CDS	NZ_JBBJSO010000001.1	516555	517040	486	hypothetical protein	- none -	516555	517040	
fig|1404.870.peg.511	CDS	NZ_JBBJSO010000001.1	517068	517955	888	hypothetical protein	- none -	517068	517955	
fig|1404.870.peg.512	CDS	NZ_JBBJSO010000001.1	517958	519082	1125	hypothetical protein	- none -	517958	519082	
fig|1404.870.peg.513	CDS	NZ_JBBJSO010000001.1	519112	520446	1335	hypothetical protein	- none -	519112	520446	
fig|1404.870.peg.514	CDS	NZ_JBBJSO010000001.1	520593	521405	813	hypothetical protein	- none -	520593	521405	
fig|1404.870.peg.515	CDS	NZ_JBBJSO010000001.1	521465	522778	1314	hypothetical protein	- none -	521465	522778	
fig|1404.870.peg.516	CDS	NZ_JBBJSO010000001.1	522973	524292	1320	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	- none -	522973	524292	
fig|1404.870.peg.517	CDS	NZ_JBBJSO010000001.1	524376	525764	1389	Sugar-phosphate guanylyltransferase / Sugar-phosephate isomerase	- none -	524376	525764	
fig|1404.870.peg.518	CDS	NZ_JBBJSO010000001.1	525832	526914	1083	hypothetical protein	- none -	525832	526914	
fig|1404.870.peg.519	CDS	NZ_JBBJSO010000001.1	526932	527942	1011	Mannose-6-phosphate isomerase (EC 5.3.1.8)	Mannose Metabolism	526932	527942	
fig|1404.870.peg.520	CDS	NZ_JBBJSO010000001.1	527902	529650	1749	Phosphoglucomutase (EC 5.4.2.2)	- none -	527902	529650	
fig|1404.870.peg.521	CDS	NZ_JBBJSO010000001.1	529781	530533	753	Tyrosine-protein kinase transmembrane modulator EpsC	Exopolysaccharide Biosynthesis	529781	530533	
fig|1404.870.peg.522	CDS	NZ_JBBJSO010000001.1	530523	531233	711	Tyrosine-protein kinase EpsD (EC 2.7.10.2)	Exopolysaccharide Biosynthesis	530523	531233	
fig|1404.870.peg.523	CDS	NZ_JBBJSO010000001.1	531902	532783	882	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	- none -	531902	532783	
fig|1404.870.peg.524	CDS	NZ_JBBJSO010000001.1	532850	534103	1254	hypothetical protein	- none -	532850	534103	
fig|1404.870.peg.525	CDS	NZ_JBBJSO010000001.1	534156	535439	1284	Glycosyl transferase, group 1 family protein	Exopolysaccharide Biosynthesis	534156	535439	
fig|1404.870.peg.526	CDS	NZ_JBBJSO010000001.1	535516	538242	2727	hypothetical protein	- none -	535516	538242	
fig|1404.870.peg.527	CDS	NZ_JBBJSO010000001.1	538245	539432	1188	Beta-1,3-glucosyltransferase	- none -	538245	539432	
fig|1404.870.peg.528	CDS	NZ_JBBJSO010000001.1	539395	541563	2169	hypothetical protein	- none -	539395	541563	
fig|1404.870.peg.529	CDS	NZ_JBBJSO010000001.1	541734	542540	807	Teichoic acid translocation permease protein TagG	Teichoic and lipoteichoic acids biosynthesis	541734	542540	
fig|1404.870.peg.530	CDS	NZ_JBBJSO010000001.1	542557	544245	1689	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)	Teichoic and lipoteichoic acids biosynthesis	542557	544245	
fig|1404.870.peg.531	CDS	NZ_JBBJSO010000001.1	544369	546453	2085	hypothetical protein	- none -	544369	546453	
fig|1404.870.peg.532	CDS	NZ_JBBJSO010000001.1	547443	546487	957	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2	- none -	546487	547443	
fig|1404.870.peg.533	CDS	NZ_JBBJSO010000001.1	547634	548422	789	hypothetical protein	- none -	547634	548422	
fig|1404.870.peg.534	CDS	NZ_JBBJSO010000001.1	548637	549389	753	Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)	Exopolysaccharide Biosynthesis	548637	549389	
fig|1404.870.peg.535	CDS	NZ_JBBJSO010000001.1	549669	550436	768	Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)	Exopolysaccharide Biosynthesis	549669	550436	
fig|1404.870.peg.536	CDS	NZ_JBBJSO010000001.1	550537	552258	1722	Pyruvate dehydrogenase (quinone) (EC 1.2.5.1)	- none -	550537	552258	
fig|1404.870.peg.537	CDS	NZ_JBBJSO010000001.1	552302	553882	1581	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	Ammonia assimilation, Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	552302	553882	
fig|1404.870.peg.538	CDS	NZ_JBBJSO010000001.1	554533	553907	627	Transcriptional regulator, GntR family	- none -	553907	554533	
fig|1404.870.peg.539	CDS	NZ_JBBJSO010000001.1	554827	555729	903	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	D-galactarate, D-glucarate and D-glycerate catabolism, D-galactarate, D-glucarate and D-glycerate catabolism - gjo, Glycerate metabolism	554827	555729	
fig|1404.870.peg.540	CDS	NZ_JBBJSO010000001.1	555726	557165	1440	Candidate type III effector Hop protein	- none -	555726	557165	
fig|1404.870.peg.541	CDS	NZ_JBBJSO010000001.1	557272	558630	1359	Gluconate transporter family protein	D-gluconate and ketogluconates metabolism	557272	558630	
fig|1404.870.peg.542	CDS	NZ_JBBJSO010000001.1	558770	559249	480	Competence transcription factor	- none -	558770	559249	
fig|1404.870.peg.543	CDS	NZ_JBBJSO010000001.1	559842	559351	492	RNA polymerase sigma factor	- none -	559351	559842	
fig|1404.870.peg.544	CDS	NZ_JBBJSO010000001.1	560313	561059	747	hypothetical protein	- none -	560313	561059	
fig|1404.870.peg.545	CDS	NZ_JBBJSO010000001.1	561694	564108	2415	Assimilatory nitrate reductase electron transfer subunit	- none -	561694	564108	
fig|1404.870.peg.546	CDS	NZ_JBBJSO010000001.1	564127	564453	327	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	- none -	564127	564453	
fig|1404.870.peg.547	CDS	NZ_JBBJSO010000001.1	564525	565295	771	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	- none -	564525	565295	
fig|1404.870.peg.548	CDS	NZ_JBBJSO010000001.1	565320	566156	837	Sulfite transporter, NirC family	- none -	565320	566156	
fig|1404.870.peg.549	CDS	NZ_JBBJSO010000001.1	566527	566372	156	hypothetical protein	- none -	566372	566527	
fig|1404.870.peg.550	CDS	NZ_JBBJSO010000001.1	567154	568131	978	Fructokinase (EC 2.7.1.4)	Fructose utilization, Sucrose utilization	567154	568131	
fig|1404.870.peg.551	CDS	NZ_JBBJSO010000001.1	568592	569455	864	Glucose:proton symporter GlcU	- none -	568592	569455	
fig|1404.870.peg.552	CDS	NZ_JBBJSO010000001.1	569750	570196	447	Glyoxalase family protein	- none -	569750	570196	
fig|1404.870.peg.553	CDS	NZ_JBBJSO010000001.1	570303	571430	1128	Transcriptional regulator, LuxR family	- none -	570303	571430	
fig|1404.870.peg.554	CDS	NZ_JBBJSO010000001.1	571433	572815	1383	Na+-driven multidrug efflux pump	- none -	571433	572815	
fig|1404.870.peg.555	CDS	NZ_JBBJSO010000001.1	572927	573571	645	hypothetical protein	- none -	572927	573571	
fig|1404.870.peg.556	CDS	NZ_JBBJSO010000001.1	574452	573622	831	hypothetical protein	- none -	573622	574452	
fig|1404.870.peg.557	CDS	NZ_JBBJSO010000001.1	574900	574529	372	hypothetical protein	- none -	574529	574900	
fig|1404.870.peg.558	CDS	NZ_JBBJSO010000001.1	575090	575218	129	hypothetical protein	- none -	575090	575218	
fig|1404.870.peg.559	CDS	NZ_JBBJSO010000001.1	575399	576370	972	magnesium and cobalt transport protein CorA	- none -	575399	576370	
fig|1404.870.peg.560	CDS	NZ_JBBJSO010000001.1	579601	576410	3192	Cell wall-associated protease WprA	- none -	576410	579601	
fig|1404.870.peg.561	CDS	NZ_JBBJSO010000001.1	580047	580565	519	hypothetical protein	- none -	580047	580565	
